,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,300-349,64円,154分,100.1%,22428件
1,350-399,303円,154分,100.3%,6825件
2,400-449,718円,152分,100.6%,3591件
3,450-499,783円,149分,100.7%,2463件
4,500-549,1041円,147分,100.9%,2055件
5,550-599,862円,146分,100.8%,1722件
6,600-649,948円,145分,100.9%,1659件
7,650-699,1288円,141分,101.2%,1587件
8,700-749,1176円,140分,101.1%,1605件
9,750-799,1571円,137分,101.5%,1489件
10,800-849,1387円,135分,101.4%,1523件
11,850-899,1511円,133分,101.5%,1523件
12,900-949,2047円,132分,102.1%,1537件
13,950-999,1759円,128分,101.8%,1360件
14,1000-1049,2230円,124分,102.4%,1601件
15,1050-1099,2498円,122分,102.7%,1630件
16,1100-1149,2747円,121分,103%,1550件
17,1150-1199,3060円,118分,103.5%,1489件
18,1200-1249,3208円,118分,103.6%,1423件
19,1250-1299,2853円,115分,103.3%,1452件
20,1300-1349,3135円,111分,103.8%,1328件
21,1350-1399,3166円,108分,103.9%,1259件
22,1400-1449,3781円,107分,104.7%,1208件
23,1450-1499,3219円,103分,104.1%,1218件
24,1500-1549,3939円,100分,105.2%,1210件
25,1550-1599,3716円,98分,105.1%,1188件
26,1600-1649,3960円,94分,105.6%,1108件
27,1650-1699,4106円,92分,105.9%,1054件
28,1700-1749,4719円,90分,107%,1097件
29,1750-1799,4812円,86分,107.5%,1046件
30,1800-1849,4837円,84分,107.7%,1026件
31,1850-1899,5101円,81分,108.4%,1046件
32,1900-1949,5165円,79分,108.7%,1014件
33,1950-1999,5545円,76分,109.8%,933件
34,2000-2049,5602円,70分,110.6%,969件
35,2050-2099,5329円,67分,110.7%,940件
36,2100-2149,5335円,62分,111.5%,870件
37,2150-2199,6158円,59分,113.9%,883件
38,2200-2249,6327円,56分,115%,863件
39,2250-2299,6168円,53分,115.6%,813件
40,2300-2349,6366円,49分,117.2%,825件
41,2350-2399,7022円,46分,120.4%,805件
42,2400-2449,6840円,44分,120.7%,773件
43,2450-2499,7175円,43分,122%,737件
44,2500-2549,7924円,41分,125.5%,702件
45,2550-2599,8131円,40分,127.2%,707件
46,2600-2649,8290円,39分,128.4%,654件
47,2650-2699,8956円,36分,133.3%,700件
48,2700-2749,9570円,34分,137.2%,634件
49,2750-2799,9369円,35分,136%,547件
