,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,600-649,4333円,138分,104.2%,7406件
1,650-699,4633円,136分,104.5%,2369件
2,700-749,4892円,134分,104.9%,1246件
3,750-799,4735円,132分,104.8%,854件
4,800-849,5231円,130分,105.4%,716件
5,850-899,5147円,130分,105.3%,600件
6,900-949,5729円,126分,106.1%,567件
7,950-999,6104円,121分,106.7%,566件
8,1000-1049,5487円,122分,106%,562件
9,1050-1099,6123円,120分,106.8%,498件
10,1100-1149,5931円,117分,106.7%,507件
11,1150-1199,6180円,117分,107%,545件
12,1200-1249,6950円,116分,108%,524件
13,1250-1299,6241円,111分,107.5%,477件
14,1300-1349,6451円,108分,108%,575件
15,1350-1399,6283円,104分,108.1%,506件
16,1400-1449,7210円,101分,109.5%,526件
17,1450-1499,8250円,98分,111.3%,518件
18,1500-1549,7768円,98分,110.6%,495件
19,1550-1599,7945円,97分,111%,500件
20,1600-1649,7934円,91分,111.7%,484件
21,1650-1699,7369円,87分,111.3%,420件
22,1700-1749,8396円,87分,112.8%,424件
23,1750-1799,7515円,82分,112.2%,424件
24,1800-1849,8253円,80分,113.7%,409件
25,1850-1899,7930円,79分,113.4%,422件
26,1900-1949,8619円,76分,115.2%,374件
27,1950-1999,9194円,72分,116.9%,358件
28,2000-2049,9698円,70分,118.5%,371件
29,2050-2099,9750円,67分,119.5%,354件
30,2100-2149,9000円,63分,118.9%,328件
31,2150-2199,10321円,61分,122.5%,361件
32,2200-2249,10288円,57分,124.1%,340件
33,2250-2299,10338円,54分,125.5%,320件
34,2300-2349,10699円,45分,131.6%,307件
35,2350-2399,10112円,39分,134.7%,303件
36,2400-2449,10203円,36分,138.2%,291件
37,2450-2499,10857円,35分,140.9%,273件
38,2500-2549,10949円,34分,142.7%,298件
39,2550-2599,10742円,34分,142.7%,295件
40,2600-2649,11499円,32分,148.1%,286件
41,2650-2699,12109円,30分,153.3%,252件
42,2700-2749,12406円,30分,155.9%,250件
43,2750-2799,12757円,27分,162.5%,271件
44,2800-2849,13060円,27分,165.5%,230件
45,2850-2899,14264円,23分,182.3%,246件
46,2900-2949,14049円,22分,186.7%,211件
