,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,500-549,2234円,145分,102.1%,98件
1,550-599,1550円,148分,101.4%,126件
2,600-649,2102円,147分,101.9%,155件
3,650-699,2095円,138分,102%,183件
4,700-749,426円,141分,100.4%,226件
5,750-799,2801円,138分,102.7%,245件
6,800-849,2651円,136分,102.6%,273件
7,850-899,2843円,132分,102.9%,322件
8,900-949,2268円,133分,102.3%,338件
9,950-999,3230円,128分,103.4%,336件
10,1000-1049,3468円,126分,103.7%,364件
11,1050-1099,2407円,127分,102.5%,393件
12,1100-1149,2627円,123分,102.8%,437件
13,1150-1199,3645円,118分,104.1%,412件
14,1200-1249,4104円,120分,104.6%,425件
15,1250-1299,3552円,114分,104.2%,411件
16,1300-1349,4413円,108分,105.5%,405件
17,1350-1399,3913円,109分,104.8%,388件
18,1400-1449,4140円,108分,105.1%,401件
19,1450-1499,4361円,104分,105.6%,350件
20,1500-1549,3421円,102分,104.5%,330件
21,1550-1599,4400円,97分,106%,339件
22,1600-1649,4654円,95分,106.5%,339件
23,1650-1699,4891円,90分,107.2%,305件
24,1700-1749,4360円,88分,106.6%,312件
25,1750-1799,5154円,88分,107.8%,307件
26,1800-1849,5250円,82分,108.5%,273件
27,1850-1899,5678円,83分,109.1%,243件
28,1900-1949,5724円,78分,109.8%,269件
29,1950-1999,6622円,73分,112.1%,234件
30,2000-2049,5018円,71分,109.4%,212件
31,2050-2099,6419円,67分,112.8%,192件
32,2100-2149,5712円,62分,112.3%,219件
33,2150-2199,5856円,59分,113.2%,212件
34,2200-2249,6775円,54分,116.8%,199件
35,2250-2299,6826円,53分,117%,194件
36,2300-2349,6380円,50分,116.9%,184件
37,2350-2399,7481円,45分,122.2%,172件
38,2400-2449,6894円,47分,119.5%,168件
39,2450-2499,7749円,44分,123.7%,147件
40,2500-2549,7886円,44分,124.2%,162件
41,2550-2599,8414円,41分,127.5%,145件
42,2600-2649,8916円,38分,131.2%,144件
43,2650-2699,9582円,37分,134.8%,171件
44,2700-2749,9772円,35分,137.1%,145件
45,2750-2799,10975円,32分,145.9%,132件
46,2800-2849,12382円,29分,157.6%,136件
47,2850-2899,12757円,27分,162.1%,124件
48,2900-2949,13450円,23分,177.6%,108件
