,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1200-1249,4551円,118分,105.1%,2319件
1,1250-1299,4257円,116分,104.9%,2234件
2,1300-1349,4325円,114分,105.1%,2274件
3,1350-1399,4939円,110分,106%,2128件
4,1400-1449,5078円,109分,106.2%,2150件
5,1450-1499,4959円,106分,106.2%,1995件
6,1500-1549,5262円,101分,106.9%,2020件
7,1550-1599,5630円,101分,107.5%,1925件
8,1600-1649,5043円,97分,106.9%,1894件
9,1650-1699,5527円,94分,107.9%,1804件
10,1700-1749,5629円,91分,108.2%,1804件
11,1750-1799,5165円,88分,107.9%,1732件
12,1800-1849,5374円,84分,108.5%,1697件
13,1850-1899,5685円,81分,109.4%,1721件
14,1900-1949,6030円,79分,110.2%,1624件
15,1950-1999,5662円,76分,110%,1619件
16,2000-2049,6279円,73分,111.5%,1587件
17,2050-2099,6219円,70分,111.8%,1463件
18,2100-2149,6026円,66分,112.1%,1448件
19,2150-2199,6730円,64分,114.1%,1441件
20,2200-2249,6601円,59分,114.9%,1422件
21,2250-2299,6620円,56分,115.7%,1324件
22,2300-2349,6785円,52分,117.3%,1348件
23,2350-2399,7192円,49分,119.5%,1247件
24,2400-2449,7614円,47分,121.6%,1269件
25,2450-2499,7912円,46分,123.1%,1190件
26,2500-2549,8615円,44分,126.2%,1088件
27,2550-2599,8971円,41分,128.8%,880件
28,2600-2649,9384円,40分,131.2%,781件
29,2650-2699,9932円,38分,135.1%,584件
30,2700-2749,10993円,36分,141%,481件
31,2750-2799,11522円,33分,147%,379件
32,2800-2849,12752円,30分,156.2%,333件
33,2850-2899,13261円,28分,163.7%,258件
34,2900-2949,14210円,25分,177.1%,177件
