,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1350-1399,5807円,112分,106.9%,470件
1,1400-1449,6446円,108分,108%,424件
2,1450-1499,5389円,106分,106.8%,391件
3,1500-1549,6250円,103分,108.1%,411件
4,1550-1599,6275円,101分,108.3%,418件
5,1600-1649,6484円,95分,109.1%,366件
6,1650-1699,6335円,92分,109.1%,385件
7,1700-1749,6696円,93分,109.6%,365件
8,1750-1799,6548円,87分,110%,322件
9,1800-1849,7126円,87分,111%,297件
10,1850-1899,6912円,82分,111.3%,319件
11,1900-1949,7470円,78分,112.8%,267件
12,1950-1999,6353円,75分,111.2%,255件
13,2000-2049,8129円,72分,115.1%,247件
14,2050-2099,6778円,68分,113.3%,259件
15,2100-2149,6754円,65分,113.9%,253件
16,2150-2199,7823円,59分,117.7%,242件
17,2200-2249,7686円,58分,117.6%,230件
18,2250-2299,7072円,55分,117.1%,224件
19,2300-2349,7514円,49分,120.4%,193件
20,2350-2399,7275円,51分,119.1%,206件
21,2400-2449,7931円,47分,122.5%,174件
22,2450-2499,7914円,47分,122.3%,187件
23,2500-2549,9037円,43分,128.2%,178件
24,2550-2599,9192円,41分,129.5%,173件
25,2600-2649,9628円,41分,131.4%,203件
26,2650-2699,10204円,38分,135.4%,185件
27,2700-2749,10821円,36分,139.9%,149件
28,2750-2799,12234円,32分,150.3%,159件
29,2800-2849,12600円,31分,153.7%,153件
30,2850-2899,13763円,27分,166.9%,150件
31,2900-2949,14593円,24分,182.3%,114件
