,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,900-949,7164円,129分,107.4%,579件
1,950-999,6728円,129分,107%,534件
2,1000-1049,7285円,123分,107.9%,514件
3,1050-1099,7327円,122分,108%,433件
4,1100-1149,7650円,121分,108.5%,401件
5,1150-1199,7508円,117分,108.5%,360件
6,1200-1249,8389円,117分,109.6%,388件
7,1250-1299,8004円,112分,109.5%,675件
8,1300-1349,7936円,108分,109.8%,372件
9,1350-1399,8829円,106分,111.1%,401件
10,1400-1449,8675円,104分,111.2%,373件
11,1450-1499,8417円,102分,111.1%,308件
12,1500-1549,7887円,99分,110.6%,319件
13,1550-1599,9055円,96分,112.6%,310件
14,1600-1649,9406円,94分,113.4%,286件
15,1650-1699,9086円,89分,113.6%,243件
16,1700-1749,10051円,86分,115.5%,252件
17,1750-1799,9013円,86分,113.9%,236件
18,1800-1849,9954円,83分,116%,264件
19,1850-1899,9595円,78分,116.5%,252件
20,1900-1949,8889円,78分,115.2%,235件
21,1950-1999,10745円,72分,119.8%,232件
22,2000-2049,10601円,72分,119.7%,219件
23,2050-2099,9846円,68分,119.2%,186件
24,2100-2149,11144円,66分,122.4%,221件
25,2150-2199,11134円,63分,123.7%,191件
26,2200-2249,10753円,56分,125.8%,201件
27,2250-2299,10546円,51分,127.5%,176件
28,2300-2349,10867円,46分,131.7%,187件
29,2350-2399,11554円,40分,138.6%,176件
30,2400-2449,11307円,38分,139.7%,172件
31,2450-2499,11264円,37分,140.9%,207件
32,2500-2549,11817円,35分,144.8%,186件
33,2550-2599,11682円,36分,143.5%,173件
34,2600-2649,12770円,33分,152.1%,180件
35,2650-2699,12091円,33分,149.1%,151件
36,2700-2749,13166円,30分,158.5%,166件
37,2750-2799,13193円,30分,158.7%,142件
38,2800-2849,13813円,27分,167.1%,155件
39,2850-2899,14895円,26分,177.6%,134件
40,2900-2949,15200円,22分,192.9%,131件
