,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,700-749,-286円,138分,99.7%,42件
1,750-799,1352円,135分,101.3%,56件
2,800-849,690円,129分,100.7%,82件
3,850-899,1861円,132分,101.9%,75件
4,900-949,617円,126分,100.7%,83件
5,950-999,1183円,132分,101.2%,91件
6,1000-1049,455円,126分,100.5%,111件
7,1050-1099,893円,123分,101%,99件
8,1100-1149,1794円,119分,102%,119件
9,1150-1199,2648円,113分,103.1%,145件
10,1200-1249,1434円,116分,101.6%,128件
11,1250-1299,2353円,115分,102.7%,160件
12,1300-1349,2280円,114分,102.7%,148件
13,1350-1399,2374円,105分,103%,163件
14,1400-1449,1796円,108分,102.2%,193件
15,1450-1499,2694円,104分,103.5%,180件
16,1500-1549,2979円,100分,104%,150件
17,1550-1599,2359円,101分,103.1%,158件
18,1600-1649,3319円,94分,104.7%,157件
19,1650-1699,3258円,93分,104.7%,178件
20,1700-1749,4927円,86分,107.7%,181件
21,1750-1799,2370円,87分,103.6%,156件
22,1800-1849,5591円,80分,109.3%,164件
23,1850-1899,5086円,79分,108.6%,156件
24,1900-1949,4388円,75分,107.8%,131件
25,1950-1999,4218円,72分,107.8%,137件
26,2000-2049,4989円,66分,110.1%,127件
27,2050-2099,5883円,63分,112.4%,139件
28,2100-2149,5801円,62分,112.5%,102件
29,2150-2199,6791円,58分,115.6%,112件
30,2200-2249,5905円,51分,115.3%,94件
31,2250-2299,6500円,52分,116.8%,100件
32,2300-2349,5656円,48分,115.9%,96件
33,2350-2399,6416円,45分,119.1%,104件
34,2400-2449,5365円,48分,114.8%,94件
35,2450-2499,7342円,41分,123.7%,87件
36,2500-2549,7428円,41分,124.1%,92件
37,2550-2599,7533円,40分,125.3%,90件
38,2600-2649,7659円,39分,126.3%,85件
39,2650-2699,8860円,34分,135.1%,69件
40,2700-2749,8745円,33分,135.1%,86件
41,2750-2799,9867円,32分,140.9%,75件
42,2800-2849,11126円,28分,153.8%,71件
43,2850-2899,11657円,25分,162.2%,52件
44,2900-2949,13130円,22分,178.3%,63件
