,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,300-349,-1239円,152分,98.9%,553件
1,350-399,-2010円,152分,98.2%,850件
2,400-449,-2236円,152分,98%,985件
3,450-499,-1057円,147分,99%,1097件
4,500-549,-1011円,146分,99.1%,1127件
5,550-599,-814円,141分,99.2%,1159件
6,600-649,-737円,142分,99.3%,1205件
7,650-699,-1148円,141分,98.9%,1153件
8,700-749,-493円,140分,99.5%,1220件
9,750-799,-557円,136分,99.5%,1175件
10,800-849,545円,133分,100.5%,1125件
11,850-899,-598円,134分,99.4%,1331件
12,900-949,-88円,129分,99.9%,1295件
13,950-999,4円,127分,100%,1341件
14,1000-1049,802円,124分,100.9%,1192件
15,1050-1099,566円,121分,100.6%,1180件
16,1100-1149,750円,121分,100.8%,1052件
17,1150-1199,1108円,118分,101.3%,1028件
18,1200-1249,828円,118分,100.9%,915件
19,1250-1299,868円,111分,101%,861件
20,1300-1349,1456円,111分,101.8%,882件
21,1350-1399,2028円,107分,102.5%,801件
22,1400-1449,1453円,106分,101.8%,754件
23,1450-1499,1724円,104分,102.2%,789件
24,1500-1549,2694円,98分,103.7%,802件
25,1550-1599,2350円,96分,103.3%,748件
26,1600-1649,3075円,95分,104.3%,629件
27,1650-1699,2970円,92分,104.3%,630件
28,1700-1749,3221円,89分,104.8%,628件
29,1750-1799,2886円,86分,104.5%,612件
30,1800-1849,3225円,82分,105.2%,615件
31,1850-1899,3693円,78分,106.3%,569件
32,1900-1949,3760円,76分,106.6%,546件
33,1950-1999,3942円,71分,107.4%,542件
34,2000-2049,4091円,69分,107.9%,511件
35,2050-2099,3997円,66分,108.1%,508件
36,2100-2149,4309円,65分,108.9%,488件
37,2150-2199,4712円,60分,110.5%,476件
38,2200-2249,5129円,56分,112.3%,462件
39,2250-2299,5285円,54分,113.1%,462件
40,2300-2349,5569円,50分,115%,422件
41,2350-2399,5556円,48分,115.3%,407件
42,2400-2449,5626円,46分,116.4%,372件
43,2450-2499,6444円,44分,119.6%,386件
44,2500-2549,6782円,42分,121.3%,371件
45,2550-2599,7424円,41分,124.3%,358件
46,2600-2649,8014円,39分,127.7%,389件
47,2650-2699,8724円,36分,132.2%,350件
48,2700-2749,9195円,34分,136.6%,372件
49,2750-2799,10224円,32分,143.2%,325件
50,2800-2849,10756円,29分,150%,307件
51,2850-2899,11798円,25分,161.8%,282件
52,2900-2949,12678円,22分,176.6%,247件
