,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,550-599,1479円,147分,101.3%,20件
1,600-649,-201円,139分,99.8%,32件
2,650-699,679円,123分,100.7%,45件
3,700-749,-442円,146分,99.6%,67件
4,750-799,2362円,133分,102.4%,73件
5,800-849,85円,136分,100.1%,68件
6,850-899,1817円,129分,101.9%,87件
7,900-949,541円,131分,100.6%,102件
8,950-999,479円,128分,100.5%,98件
9,1000-1049,272円,128分,100.3%,127件
10,1050-1099,1330円,129分,101.4%,134件
11,1100-1149,1740円,121分,101.9%,163件
12,1150-1199,2717円,109分,103.3%,163件
13,1200-1249,1885円,116分,102.2%,162件
14,1250-1299,2438円,108分,103%,164件
15,1300-1349,2124円,109分,102.6%,180件
16,1350-1399,1330円,109分,101.6%,198件
17,1400-1449,1707円,106分,102.1%,174件
18,1450-1499,2449円,102分,103.2%,204件
19,1500-1549,2127円,99分,102.9%,190件
20,1550-1599,3048円,98分,104.1%,204件
21,1600-1649,3028円,97分,104.2%,194件
22,1650-1699,3682円,92分,105.4%,176件
23,1700-1749,2526円,88分,103.8%,195件
24,1750-1799,3601円,83分,105.8%,212件
25,1800-1849,3229円,81分,105.3%,189件
26,1850-1899,4902円,79分,108.2%,192件
27,1900-1949,4642円,75分,108.2%,152件
28,1950-1999,3458円,74分,106.3%,160件
29,2000-2049,5115円,70分,109.8%,169件
30,2050-2099,5227円,68分,110.2%,148件
31,2100-2149,5607円,63分,111.9%,171件
32,2150-2199,5326円,59分,112%,140件
33,2200-2249,6103円,54分,115%,133件
34,2250-2299,5356円,53分,113.4%,138件
35,2300-2349,6127円,48分,116.9%,138件
36,2350-2399,5782円,47分,116.5%,99件
37,2400-2449,6034円,46分,117.6%,118件
38,2450-2499,6648円,43分,120.7%,114件
39,2500-2549,6049円,43分,118.9%,93件
40,2550-2599,7948円,39分,127.5%,94件
41,2600-2649,8519円,37分,131.1%,88件
42,2650-2699,9162円,34分,136.4%,91件
43,2700-2749,9092円,36分,133.7%,102件
44,2750-2799,10000円,31分,142.9%,96件
45,2800-2849,11287円,29分,151%,77件
46,2850-2899,12167円,25分,164.1%,80件
47,2900-2949,13158円,23分,175.5%,55件
