,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,300-349,-1521円,154分,98.7%,2286件
1,350-399,-1622円,153分,98.6%,2984件
2,400-449,-1430円,152分,98.7%,2710件
3,450-499,-998円,148分,99.1%,2491件
4,500-549,-1046円,148分,99.1%,2137件
5,550-599,-943円,146分,99.1%,1948件
6,600-649,-985円,145分,99.1%,1799件
7,650-699,-468円,140分,99.6%,1732件
8,700-749,-781円,141分,99.3%,1538件
9,750-799,-258円,138分,99.8%,1513件
10,800-849,197円,135分,100.2%,1385件
11,850-899,634円,132分,100.6%,1321件
12,900-949,132円,130分,100.1%,2348件
13,950-999,292円,129分,100.3%,1355件
14,1000-1049,354円,126分,100.4%,1408件
15,1050-1099,810円,124分,100.9%,1223件
16,1100-1149,1181円,122分,101.3%,1105件
17,1150-1199,1173円,118分,101.3%,1078件
18,1200-1249,1139円,117分,101.3%,1066件
19,1250-1299,803円,114分,100.9%,966件
20,1300-1349,1712円,111分,102.1%,980件
21,1350-1399,2507円,109分,103.1%,879件
22,1400-1449,1916円,107分,102.4%,893件
23,1450-1499,2136円,103分,102.8%,910件
24,1500-1549,2256円,100分,103%,885件
25,1550-1599,2480円,97分,103.4%,901件
26,1600-1649,3321円,94分,104.7%,859件
27,1650-1699,3471円,91分,105.1%,841件
28,1700-1749,3191円,90分,104.7%,730件
29,1750-1799,3697円,86分,105.8%,778件
30,1800-1849,3913円,85分,106.1%,729件
31,1850-1899,3672円,80分,106.2%,709件
32,1900-1949,4093円,77分,107.1%,684件
33,1950-1999,4302円,74分,107.8%,675件
34,2000-2049,4950円,69分,109.6%,674件
35,2050-2099,4807円,66分,109.6%,658件
36,2100-2149,4325円,62分,109.3%,663件
37,2150-2199,4997円,60分,111.2%,615件
38,2200-2249,5166円,57分,112%,623件
39,2250-2299,5734円,53分,114.5%,645件
40,2300-2349,5358円,50分,114.2%,548件
41,2350-2399,5348円,48分,114.9%,571件
42,2400-2449,6125円,46分,117.7%,546件
43,2450-2499,6691円,44分,120.4%,542件
44,2500-2549,7181円,43分,122.4%,493件
45,2550-2599,6857円,41分,122.1%,519件
46,2600-2649,7967円,39分,127.4%,452件
47,2650-2699,8650円,37分,131.3%,460件
48,2700-2749,9211円,34分,136.2%,439件
49,2750-2799,9853円,32分,140.5%,389件
50,2800-2849,11026円,29分,150.9%,304件
51,2850-2899,11906円,25分,163.5%,276件
52,2900-2949,12285円,22分,174.1%,201件
