,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,850-899,7118円,130分,107.3%,41件
1,900-949,3346円,132分,103.4%,47件
2,950-999,4427円,137分,104.3%,52件
3,1000-1049,5125円,133分,105.1%,67件
4,1050-1099,4301円,122分,104.7%,70件
5,1100-1149,4156円,124分,104.5%,82件
6,1150-1199,5452円,124分,105.9%,96件
7,1200-1249,4372円,120分,104.9%,102件
8,1250-1299,5895円,110分,107.2%,101件
9,1300-1349,5775円,114分,106.8%,108件
10,1350-1399,5604円,108分,106.9%,101件
11,1400-1449,5180円,104分,106.6%,110件
12,1450-1499,4143円,105分,105.3%,131件
13,1500-1549,4918円,102分,106.4%,113件
14,1550-1599,5208円,97分,107.1%,144件
15,1600-1649,5719円,94分,108.1%,130件
16,1650-1699,6167円,94分,108.7%,138件
17,1700-1749,6749円,94分,109.6%,127件
18,1750-1799,6115円,87分,109.3%,113件
19,1800-1849,5625円,83分,109%,144件
20,1850-1899,5927円,79分,110%,139件
21,1900-1949,5237円,78分,108.9%,125件
22,1950-1999,7455円,74分,113.4%,126件
23,2000-2049,6129円,70分,111.6%,93件
24,2050-2099,4546円,70分,108.7%,98件
25,2100-2149,6584円,69分,112.8%,90件
26,2150-2199,7425円,63分,115.6%,91件
27,2200-2249,7187円,56分,117.2%,106件
28,2250-2299,7749円,53分,119.7%,87件
29,2300-2349,7829円,48分,121.7%,83件
30,2350-2399,7009円,47分,119.7%,86件
31,2400-2449,7956円,45分,123.6%,81件
32,2450-2499,7396円,44分,122.5%,64件
33,2500-2549,7875円,44分,123.8%,80件
34,2550-2599,8288円,43分,125.5%,76件
35,2600-2649,9023円,39分,130.5%,66件
36,2650-2699,10290円,38分,136.3%,60件
37,2700-2749,10152円,35分,138.3%,51件
38,2750-2799,11511円,31分,148.9%,54件
39,2800-2849,12213円,31分,153.2%,74件
40,2850-2899,12776円,27分,163%,63件
41,2900-2949,14426円,23分,182%,47件
