,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1400-1449,9237円,108分,111.5%,709件
1,1450-1499,8355円,107分,110.5%,716件
2,1500-1549,8468円,100分,111.3%,677件
3,1550-1599,7737円,97分,110.6%,596件
4,1600-1649,9060円,97分,112.5%,587件
5,1650-1699,8088円,92分,111.7%,602件
6,1700-1749,8714円,90分,112.9%,576件
7,1750-1799,8527円,87分,113%,606件
8,1800-1849,9059円,84分,114.4%,532件
9,1850-1899,9623円,81分,115.9%,508件
10,1900-1949,9523円,79分,116%,536件
11,1950-1999,9665円,76分,116.9%,509件
12,2000-2049,9374円,72分,117.3%,482件
13,2050-2099,9952円,71分,118.8%,516件
14,2100-2149,9880円,67分,119.8%,506件
15,2150-2199,10181円,63分,121.6%,437件
16,2200-2249,9740円,56分,123.1%,442件
17,2250-2299,9345円,50分,124.9%,435件
18,2300-2349,9751円,45分,129.1%,428件
19,2350-2399,10108円,43分,131.2%,402件
20,2400-2449,9852円,42分,131.1%,404件
21,2450-2499,9954円,41分,132.6%,406件
22,2500-2549,10530円,39分,135.9%,419件
23,2550-2599,11106円,37分,139.7%,372件
24,2600-2649,11273円,36分,141.2%,374件
25,2650-2699,11658円,36分,143.8%,366件
26,2700-2749,11983円,34分,146.8%,334件
27,2750-2799,13105円,31分,156.1%,363件
28,2800-2849,13220円,29分,160.7%,331件
29,2850-2899,13580円,26分,169.4%,307件
30,2900-2949,14523円,24分,181.6%,285件
