,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,750-799,1691円,139分,101.6%,66件
1,800-849,3701円,129分,103.8%,72件
2,850-899,3456円,120分,103.8%,88件
3,900-949,1429円,126分,101.5%,123件
4,950-999,2696円,127分,102.8%,123件
5,1000-1049,2643円,123分,102.9%,125件
6,1050-1099,2249円,123分,102.4%,149件
7,1100-1149,1529円,124分,101.6%,154件
8,1150-1199,3484円,121分,103.9%,164件
9,1200-1249,4569円,114分,105.4%,171件
10,1250-1299,2641円,114分,103.1%,176件
11,1300-1349,2415円,111分,102.9%,223件
12,1350-1399,4304円,106分,105.4%,200件
13,1400-1449,4278円,109分,105.2%,206件
14,1450-1499,4544円,100分,106%,197件
15,1500-1549,5192円,94分,107.4%,208件
16,1550-1599,5113円,95分,107.2%,188件
17,1600-1649,5109円,96分,107.1%,190件
18,1650-1699,5009円,89分,107.5%,166件
19,1700-1749,4435円,87分,106.8%,158件
20,1750-1799,5058円,88分,107.7%,166件
21,1800-1849,5130円,80分,108.6%,152件
22,1850-1899,5503円,79分,109.3%,146件
23,1900-1949,5695円,75分,110.2%,160件
24,1950-1999,5510円,73分,110%,144件
25,2000-2049,6509円,68分,112.7%,123件
26,2050-2099,7193円,69分,113.9%,137件
27,2100-2149,6331円,63分,113.4%,119件
28,2150-2199,8304円,56分,119.8%,102件
29,2200-2249,5970円,56分,114.2%,94件
30,2250-2299,6819円,50分,118.3%,80件
31,2300-2349,6080円,46分,117.5%,109件
32,2350-2399,8066円,41分,126.1%,119件
33,2400-2449,8371円,39分,128.9%,91件
34,2450-2499,8461円,41分,127.4%,85件
35,2500-2549,8281円,42分,126.5%,77件
36,2550-2599,9740円,37分,135.1%,86件
37,2600-2649,9040円,37分,132.8%,80件
38,2650-2699,10012円,35分,137.8%,72件
39,2700-2749,10037円,34分,139.7%,75件
40,2750-2799,10702円,31分,146.4%,71件
41,2800-2849,10762円,28分,151.6%,67件
42,2850-2899,12657円,26分,165.5%,86件
43,2900-2949,13301円,21分,184.5%,63件
