,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,700-749,2751円,140分,102.6%,1818件
1,750-799,2579円,139分,102.5%,1853件
2,800-849,2685円,137分,102.6%,1804件
3,850-899,3049円,136分,103%,1825件
4,900-949,2993円,132分,103%,1647件
5,950-999,3202円,128分,103.3%,1906件
6,1000-1049,3439円,126分,103.6%,1946件
7,1050-1099,3812円,124分,104.1%,1830件
8,1100-1149,4041円,122分,104.4%,1803件
9,1150-1199,3971円,122分,104.3%,1695件
10,1200-1249,3561円,119分,104%,1703件
11,1250-1299,3986円,115分,104.6%,1586件
12,1300-1349,4298円,111分,105.2%,1543件
13,1350-1399,4602円,111分,105.5%,1447件
14,1400-1449,4150円,107分,105.2%,1449件
15,1450-1499,4849円,103分,106.3%,1460件
16,1500-1549,4521円,102分,105.9%,1445件
17,1550-1599,4634円,98分,106.3%,1348件
18,1600-1649,4754円,96分,106.6%,1284件
19,1650-1699,5251円,94分,107.4%,1324件
20,1700-1749,5440円,90分,108.1%,1254件
21,1750-1799,5513円,88分,108.3%,1272件
22,1800-1849,5705円,85分,108.9%,1245件
23,1850-1899,5624円,83分,109%,1188件
24,1900-1949,6180円,79分,110.4%,1139件
25,1950-1999,6124円,75分,110.9%,1180件
26,2000-2049,5843円,71分,111%,1112件
27,2050-2099,5803円,66分,111.6%,1071件
28,2100-2149,6469円,63分,113.6%,1049件
29,2150-2199,6582円,61分,114.5%,1005件
30,2200-2249,6470円,57分,115.1%,977件
31,2250-2299,6624円,54分,116.5%,988件
32,2300-2349,6897円,50分,118.4%,967件
33,2350-2399,7002円,47分,119.8%,940件
34,2400-2449,7168円,46分,120.9%,877件
35,2450-2499,7885円,43分,124.2%,873件
36,2500-2549,7977円,43分,125%,852件
37,2550-2599,8357円,41分,127%,810件
38,2600-2649,8904円,39分,130.7%,847件
39,2650-2699,9464円,37分,133.9%,779件
40,2700-2749,9426円,37分,133.9%,655件
