,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,850-899,3815円,138分,103.7%,926件
1,900-949,4792円,132分,104.8%,880件
2,950-999,4843円,129分,105%,791件
3,1000-1049,5229円,127分,105.5%,766件
4,1050-1099,4653円,124分,105%,1400件
5,1100-1149,4421円,123分,104.8%,799件
6,1150-1199,5243円,118分,105.9%,820件
7,1200-1249,4989円,117分,105.7%,727件
8,1250-1299,5451円,115分,106.3%,654件
9,1300-1349,5091円,113分,106%,617件
10,1350-1399,5528円,110分,106.7%,636件
11,1400-1449,5256円,109分,106.5%,560件
12,1450-1499,5784円,105分,107.4%,550件
13,1500-1549,6314円,102分,108.3%,508件
14,1550-1599,5857円,100分,107.8%,521件
15,1600-1649,6428円,96分,108.9%,577件
16,1650-1699,6047円,92分,108.7%,504件
17,1700-1749,6075円,92分,108.9%,519件
18,1750-1799,6954円,87分,110.7%,492件
19,1800-1849,7371円,84分,111.7%,453件
20,1850-1899,6829円,83分,111%,417件
21,1900-1949,7602円,78分,113%,468件
22,1950-1999,8125円,77分,114.1%,430件
23,2000-2049,7024円,71分,113.3%,415件
24,2050-2099,7295円,67分,114.5%,379件
25,2100-2149,7583円,62分,116.2%,390件
26,2150-2199,8263円,58分,119%,405件
27,2200-2249,8281円,55分,120%,384件
28,2250-2299,7501円,51分,119.5%,402件
29,2300-2349,7641円,49分,120.7%,352件
30,2350-2399,7982円,47分,122.5%,349件
31,2400-2449,8745円,44分,126.4%,372件
32,2450-2499,8404円,43分,125.9%,314件
33,2500-2549,8970円,41分,128.9%,353件
34,2550-2599,9441円,41分,130.7%,324件
35,2600-2649,9832円,39分,133.7%,303件
36,2650-2699,10349円,38分,136.5%,270件
37,2700-2749,10327円,35分,139.1%,300件
38,2750-2799,11189円,33分,145.9%,250件
39,2800-2849,12416円,30分,155.6%,259件
40,2850-2899,13105円,26分,167.6%,244件
41,2900-2949,14044円,24分,177.8%,206件
