,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1200-1249,8119円,122分,108.8%,54件
1,1250-1299,8301円,110分,110%,48件
2,1300-1349,7348円,115分,108.5%,48件
3,1350-1399,6080円,108分,107.5%,54件
4,1400-1449,8537円,105分,110.8%,75件
5,1450-1499,9237円,103分,111.9%,62件
6,1500-1549,7635円,105分,109.7%,61件
7,1550-1599,6239円,95分,108.8%,64件
8,1600-1649,6931円,93分,109.9%,59件
9,1650-1699,8085円,95分,111.3%,72件
10,1700-1749,8337円,91分,112.3%,56件
11,1750-1799,6512円,84分,110.3%,73件
12,1800-1849,7206円,84分,111.4%,67件
13,1850-1899,7694円,77分,113.4%,58件
14,1900-1949,7972円,74分,114.3%,77件
15,1950-1999,8814円,75分,115.6%,79件
16,2000-2049,6423円,68分,112.5%,64件
17,2050-2099,8530円,66分,117.2%,81件
18,2100-2149,7715円,66分,115.5%,82件
19,2150-2199,6386円,59分,114.4%,69件
20,2200-2249,7966円,55分,119.2%,69件
21,2250-2299,7692円,56分,118.4%,67件
22,2300-2349,7510円,50分,119.9%,73件
23,2350-2399,8304円,46分,124.1%,48件
24,2400-2449,6768円,47分,119.1%,50件
25,2450-2499,6860円,48分,119.1%,54件
26,2500-2549,8980円,41分,129.3%,48件
27,2550-2599,10288円,36分,138%,29件
28,2600-2649,10587円,36分,138.7%,42件
29,2650-2699,9795円,36分,136%,36件
30,2700-2749,10717円,35分,141%,41件
31,2750-2799,11265円,34分,144.1%,48件
32,2800-2849,13105円,29分,160.8%,34件
33,2850-2899,13798円,26分,169.6%,25件
34,2900-2949,15003円,24分,182.3%,40件
