,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1200-1249,9688円,126分,110.3%,20件
1,1250-1299,8105円,104分,110.4%,28件
2,1300-1349,12247円,109分,114.9%,28件
3,1350-1399,9437円,104分,112.1%,28件
4,1400-1449,8391円,99分,111.4%,23件
5,1450-1499,10344円,96分,114.4%,35件
6,1500-1549,9484円,97分,113.1%,34件
7,1550-1599,11647円,90分,117.2%,39件
8,1600-1649,11763円,93分,116.8%,47件
9,1650-1699,9247円,93分,113.3%,41件
10,1700-1749,10039円,89分,115.1%,50件
11,1750-1799,9487円,87分,114.5%,50件
12,1800-1849,11017円,83分,117.7%,54件
13,1850-1899,11709円,74分,121%,47件
14,1900-1949,9405円,81分,115.4%,46件
15,1950-1999,11130円,72分,120.5%,44件
16,2000-2049,9467円,73分,117.2%,48件
17,2050-2099,10108円,66分,120.3%,44件
18,2100-2149,9334円,64分,119.5%,42件
19,2150-2199,11551円,59分,126.2%,35件
20,2200-2249,12208円,59分,127.8%,50件
21,2250-2299,9969円,50分,126.4%,27件
22,2300-2349,10292円,48分,128.7%,44件
23,2350-2399,12129円,41分,139.7%,40件
24,2400-2449,13377円,33分,154.5%,36件
25,2450-2499,9197円,42分,129.3%,24件
26,2500-2549,13000円,32分,154.4%,31件
27,2550-2599,12315円,29分,156%,24件
28,2600-2649,12484円,33分,150.2%,26件
29,2650-2699,12491円,32分,151.7%,22件
30,2700-2749,13577円,30分,159.6%,33件
31,2750-2799,14171円,26分,171.7%,29件
32,2800-2849,13943円,29分,164.2%,24件
33,2850-2899,14605円,24分,180.1%,23件
34,2900-2949,14890円,23分,187.1%,25件
