,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,900-949,6867円,134分,106.9%,37件
1,950-999,9229円,122分,110.1%,41件
2,1000-1049,8707円,107分,110.8%,49件
3,1050-1099,5896円,119分,106.6%,70件
4,1100-1149,6830円,122分,107.5%,67件
5,1150-1199,7768円,118分,108.7%,75件
6,1200-1249,6486円,113分,107.6%,82件
7,1250-1299,5759円,116分,106.6%,92件
8,1300-1349,8964円,113分,110.6%,86件
9,1350-1399,9107円,106分,111.4%,97件
10,1400-1449,7537円,107分,109.4%,104件
11,1450-1499,6023円,104分,107.7%,125件
12,1500-1549,8914円,100分,111.9%,123件
13,1550-1599,8949円,101分,111.8%,125件
14,1600-1649,8740円,92分,112.6%,132件
15,1650-1699,9898円,85分,115.6%,129件
16,1700-1749,9273円,85分,114.5%,104件
17,1750-1799,9906円,86分,115.3%,107件
18,1800-1849,9872円,80分,116.4%,97件
19,1850-1899,8593円,76分,115%,107件
20,1900-1949,9138円,78分,115.6%,92件
21,1950-1999,9384円,69分,118.1%,89件
22,2000-2049,8738円,69分,116.9%,81件
23,2050-2099,9098円,67分,118.1%,97件
24,2100-2149,9677円,62分,120.7%,85件
25,2150-2199,11719円,58分,127.1%,67件
26,2200-2249,11435円,59分,125.8%,77件
27,2250-2299,10138円,51分,126.4%,62件
28,2300-2349,12592円,45分,137.3%,55件
29,2350-2399,9438円,44分,128.4%,54件
30,2400-2449,9918円,39分,133.6%,41件
31,2450-2499,9673円,38分,134%,64件
32,2500-2549,11956円,32分,149.6%,64件
33,2550-2599,11451円,33分,146.7%,53件
34,2600-2649,11816円,35分,145%,52件
35,2650-2699,11972円,35分,146.1%,44件
36,2700-2749,13194円,30分,158.4%,46件
37,2750-2799,12744円,29分,157.8%,47件
38,2800-2849,14270円,29分,166.1%,37件
39,2850-2899,14484円,25分,178.1%,48件
40,2900-2949,14290円,21分,189.8%,40件
