,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1300-1349,8407円,110分,110.2%,473件
1,1350-1399,8642円,108分,110.6%,445件
2,1400-1449,8580円,105分,110.8%,382件
3,1450-1499,7705円,104分,109.9%,376件
4,1500-1549,8581円,100分,111.4%,363件
5,1550-1599,8970円,99分,112.1%,338件
6,1600-1649,8945円,94分,112.6%,289件
7,1650-1699,9498円,92分,113.8%,296件
8,1700-1749,8887円,90分,113.2%,297件
9,1750-1799,9674円,87分,114.9%,335件
10,1800-1849,9433円,82分,115.4%,306件
11,1850-1899,8796円,82分,114.2%,300件
12,1900-1949,10142円,77分,117.5%,272件
13,1950-1999,10185円,76分,117.9%,256件
14,2000-2049,9468円,73分,117.4%,231件
15,2050-2099,10709円,69分,120.6%,264件
16,2100-2149,10970円,67分,121.9%,232件
17,2150-2199,10250円,60分,122.8%,240件
18,2200-2249,10330円,56分,124.7%,215件
19,2250-2299,10331円,51分,127.3%,228件
20,2300-2349,11343円,44分,134.1%,221件
21,2350-2399,10783円,42分,134.5%,203件
22,2400-2449,10589円,40分,135.2%,235件
23,2450-2499,11161円,39分,138.4%,215件
24,2500-2549,10711円,40分,135.9%,198件
25,2550-2599,11972円,36分,144.4%,216件
26,2600-2649,11618円,36分,143.4%,179件
27,2650-2699,12450円,33分,149.6%,204件
28,2700-2749,12579円,33分,150.6%,175件
29,2750-2799,12865円,31分,155%,171件
30,2800-2849,14062円,29分,164.6%,171件
31,2850-2899,14239円,26分,173.8%,180件
32,2900-2949,14490円,23分,185.4%,133件
