,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,900-949,3566円,132分,103.6%,1647件
1,950-999,3760円,128分,103.9%,1906件
2,1000-1049,3994円,127分,104.2%,1946件
3,1050-1099,4360円,125分,104.7%,1830件
4,1100-1149,4583円,122分,105%,1803件
5,1150-1199,4513円,122分,104.9%,1695件
6,1200-1249,4084円,120分,104.6%,1703件
7,1250-1299,4497円,116分,105.2%,1586件
8,1300-1349,4794円,111分,105.7%,1543件
9,1350-1399,5101円,111分,106.1%,1447件
10,1400-1449,4628円,108分,105.7%,1449件
11,1450-1499,5319円,104分,106.8%,1460件
12,1500-1549,4978円,103分,106.5%,1445件
13,1550-1599,5075円,99分,106.9%,1348件
14,1600-1649,5192円,97分,107.2%,1284件
15,1650-1699,5684円,95分,108%,1324件
16,1700-1749,5853円,90分,108.7%,1254件
17,1750-1799,5922円,88分,108.9%,1272件
18,1800-1849,6103円,86分,109.5%,1245件
19,1850-1899,6010円,84分,109.6%,1188件
20,1900-1949,6555円,80分,111%,1139件
21,1950-1999,6478円,75分,111.5%,1180件
22,2000-2049,6174円,71分,111.6%,1112件
23,2050-2099,6114円,67分,112.2%,1071件
24,2100-2149,6773円,64分,114.2%,1049件
25,2150-2199,6874円,61分,115.1%,1005件
26,2200-2249,6748円,57分,115.7%,977件
27,2250-2299,6886円,54分,117%,988件
28,2300-2349,7145円,50分,118.9%,967件
29,2350-2399,7239円,47分,120.4%,940件
30,2400-2449,7400円,46分,121.4%,877件
31,2450-2499,8117円,44分,124.8%,873件
32,2500-2549,8209円,43分,125.6%,852件
33,2550-2599,8589円,42分,127.6%,810件
34,2600-2649,9136円,39分,131.3%,847件
35,2650-2699,9696円,37分,134.5%,779件
36,2700-2749,9658円,37分,134.6%,655件
