,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,700-749,2070円,141分,102%,3157件
1,750-799,2387円,138分,102.3%,3006件
2,800-849,2168円,135分,102.1%,3267件
3,850-899,2507円,134分,102.5%,3358件
4,900-949,2646円,131分,102.7%,3220件
5,950-999,3001円,128分,103.1%,3133件
6,1000-1049,2960円,128分,103.1%,2999件
7,1050-1099,2812円,126分,103%,2978件
8,1100-1149,3089円,122分,103.4%,2780件
9,1150-1199,3308円,118分,103.7%,2722件
10,1200-1249,3423円,118分,103.9%,2612件
11,1250-1299,3717円,115分,104.3%,2542件
12,1300-1349,3705円,112分,104.4%,2508件
13,1350-1399,3424円,110分,104.2%,2507件
14,1400-1449,3991円,105分,105.1%,2425件
15,1450-1499,3971円,105分,105.1%,2301件
16,1500-1549,4265円,102分,105.6%,2342件
17,1550-1599,4363円,99分,105.9%,2209件
18,1600-1649,4476円,96分,106.2%,2222件
19,1650-1699,4533円,94分,106.5%,2219件
20,1700-1749,4604円,90分,106.8%,2115件
21,1750-1799,4865円,88分,107.4%,1986件
22,1800-1849,4653円,84分,107.4%,2068件
23,1850-1899,4961円,81分,108.2%,2019件
24,1900-1949,4628円,77分,108%,1810件
25,1950-1999,5447円,74分,109.8%,1886件
26,2000-2049,5600円,71分,110.5%,1791件
27,2050-2099,5513円,68分,110.8%,1776件
28,2100-2149,5528円,65分,111.4%,1744件
29,2150-2199,5727円,62分,112.3%,1721件
30,2200-2249,5927円,58分,113.6%,1634件
31,2250-2299,6129円,55分,114.9%,1564件
32,2300-2349,6652円,50分,117.6%,1568件
33,2350-2399,6456円,49分,117.6%,1524件
34,2400-2449,6948円,46分,120.1%,1490件
35,2450-2499,7361円,44分,122.3%,1488件
36,2500-2549,7696円,43分,123.7%,1410件
37,2550-2599,7707円,43分,124%,1177件
