,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,150-199,-3033円,160分,97.5%,38260件
1,200-249,-2882円,159分,97.6%,11518件
2,250-299,-2460円,158分,97.9%,6180件
3,300-349,-2286円,154分,98%,4226件
4,350-399,-2083円,151分,98.2%,3453件
5,400-449,-1879円,151分,98.3%,2969件
6,450-499,-1598円,150分,98.6%,2878件
7,500-549,-1484円,146分,98.6%,2721件
8,550-599,-1566円,146分,98.6%,2711件
9,600-649,-1148円,141分,98.9%,2626件
10,650-699,-1198円,140分,98.9%,2628件
11,700-749,-1149円,138分,98.9%,2614件
12,750-799,-788円,137分,99.2%,2619件
13,800-849,-647円,134分,99.4%,2447件
14,850-899,-556円,130分,99.4%,2722件
15,900-949,-316円,129分,99.7%,2784件
16,950-999,36円,127分,100%,2668件
17,1000-1049,348円,124分,100.4%,2579件
18,1050-1099,266円,123分,100.3%,2458件
19,1100-1149,14円,121分,100%,2449件
20,1150-1199,581円,118分,100.7%,2307件
21,1200-1249,834円,113分,101%,2250件
22,1250-1299,860円,113分,101%,2137件
23,1300-1349,1102円,110分,101.3%,2100件
24,1350-1399,1361円,107分,101.7%,2093件
25,1400-1449,1213円,105分,101.5%,2079件
26,1450-1499,1502円,101分,102%,1951件
27,1500-1549,1738円,100分,102.3%,1882件
28,1550-1599,2203円,97分,103%,1949件
29,1600-1649,2435円,94分,103.5%,1820件
30,1650-1699,2586円,91分,103.8%,1841件
31,1700-1749,2684円,89分,104%,1845件
32,1750-1799,2469円,87分,103.8%,1704件
33,1800-1849,3209円,83分,105.2%,1645件
34,1850-1899,2950円,79分,104.9%,1663件
35,1900-1949,3228円,76分,105.6%,1623件
36,1950-1999,3195円,72分,105.9%,1516件
37,2000-2049,3931円,69分,107.6%,1554件
38,2050-2099,4300円,66分,108.7%,1482件
39,2100-2149,4230円,63分,108.9%,1458件
40,2150-2199,4197円,60分,109.4%,1415件
41,2200-2249,4642円,57分,110.9%,1415件
42,2250-2299,4882円,53分,112.2%,1367件
43,2300-2349,5000円,50分,113.2%,1262件
44,2350-2399,5637円,46分,116.3%,1279件
45,2400-2449,5487円,46分,116%,1228件
46,2450-2499,5989円,44分,118.2%,1206件
47,2500-2549,6656円,42分,121.4%,1217件
48,2550-2599,7130円,40分,123.5%,1171件
49,2600-2649,7029円,40分,123.2%,938件
