,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,700-749,3930円,140分,103.7%,1157件
1,750-799,4086円,136分,104%,1125件
2,800-849,3871円,136分,103.8%,1143件
3,850-899,4170円,132分,104.2%,1021件
4,900-949,3758円,131分,103.8%,1009件
5,950-999,4243円,128分,104.4%,1077件
6,1000-1049,4619円,129分,104.8%,1071件
7,1050-1099,4491円,125分,104.8%,963件
8,1100-1149,4574円,120分,105.1%,1149件
9,1150-1199,4886円,118分,105.5%,1095件
10,1200-1249,4887円,117分,105.6%,1041件
11,1250-1299,5790円,114分,106.8%,1057件
12,1300-1349,6017円,112分,107.1%,997件
13,1350-1399,5424円,110分,106.5%,1014件
14,1400-1449,5412円,107分,106.8%,924件
15,1450-1499,5553円,102分,107.2%,889件
16,1500-1549,6249円,102分,108.2%,858件
17,1550-1599,5321円,98分,107.2%,860件
18,1600-1649,6209円,96分,108.6%,833件
19,1650-1699,5957円,93分,108.6%,836件
20,1700-1749,6182円,89分,109.2%,778件
21,1750-1799,6824円,86分,110.5%,736件
22,1800-1849,7083円,85分,111.1%,772件
23,1850-1899,6875円,81分,111.3%,707件
24,1900-1949,6830円,78分,111.6%,714件
25,1950-1999,7096円,76分,112.4%,711件
26,2000-2049,7400円,73分,113.5%,724件
27,2050-2099,7794円,69分,115%,649件
28,2100-2149,7513円,64分,115.7%,664件
29,2150-2199,7230円,59分,116.3%,633件
30,2200-2249,7516円,53分,118.8%,609件
31,2250-2299,7883円,51分,120.7%,595件
32,2300-2349,7806円,48分,121.7%,573件
33,2350-2399,7953円,45分,123.5%,573件
34,2400-2449,8091円,44分,124.6%,578件
35,2450-2499,8762円,41分,128.2%,545件
36,2500-2549,8792円,41分,128.8%,521件
37,2550-2599,8980円,40分,129.8%,513件
38,2600-2649,9469円,39分,132.3%,464件
39,2650-2699,10339円,36分,138.1%,499件
40,2700-2749,10617円,34分,141.3%,462件
41,2750-2799,11167円,31分,147.6%,474件
42,2800-2849,12045円,29分,154.5%,432件
43,2850-2899,11736円,30分,152.3%,381件
