,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,900-949,8527円,119分,109.5%,215件
1,950-999,8006円,125分,108.5%,217件
2,1000-1049,8000円,120分,108.9%,225件
3,1050-1099,7417円,123分,108.1%,237件
4,1100-1149,8615円,125分,109.2%,232件
5,1150-1199,8567円,113分,110.1%,227件
6,1200-1249,8928円,114分,110.5%,229件
7,1250-1299,8949円,109分,110.9%,209件
8,1300-1349,8566円,111分,110.3%,242件
9,1350-1399,8955円,103分,111.6%,247件
10,1400-1449,9492円,106分,112%,289件
11,1450-1499,9199円,104分,111.8%,220件
12,1500-1549,8479円,97分,111.7%,239件
13,1550-1599,9943円,97分,113.6%,176件
14,1600-1649,9867円,92分,114.3%,192件
15,1650-1699,10685円,91分,115.6%,158件
16,1700-1749,9179円,85分,114.4%,156件
17,1750-1799,10745円,86分,116.7%,165件
18,1800-1849,10469円,83分,116.8%,134件
19,1850-1899,9801円,79分,116.5%,147件
20,1900-1949,11624円,73分,121.2%,162件
21,1950-1999,10295円,73分,118.8%,170件
22,2000-2049,10346円,70分,119.6%,152件
23,2050-2099,11622円,68分,122.9%,124件
24,2100-2149,10635円,63分,122.4%,132件
25,2150-2199,12086円,61分,126.6%,115件
26,2200-2249,11829円,58分,127.2%,130件
27,2250-2299,11113円,53分,128.2%,115件
28,2300-2349,11353円,46分,132.6%,118件
29,2350-2399,11283円,39分,138.3%,118件
30,2400-2449,10941円,37分,139.3%,119件
31,2450-2499,11675円,36分,143.3%,89件
32,2500-2549,12772円,34分,150.6%,97件
33,2550-2599,12899円,33分,152.2%,90件
34,2600-2649,11918円,34分,146.9%,85件
35,2650-2699,13080円,31分,156.6%,74件
36,2700-2749,14353円,30分,164.4%,87件
37,2750-2799,14404円,29分,165.8%,78件
38,2800-2849,14272円,28分,167.2%,80件
39,2850-2899,14876円,24分,183.8%,70件
40,2900-2949,15080円,23分,187%,75件
