,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1450-1499,8189円,106分,110.3%,125件
1,1500-1549,11162円,102分,114.6%,123件
2,1550-1599,11243円,103分,114.5%,125件
3,1600-1649,10816円,94分,115.3%,132件
4,1650-1699,11884円,86分,118.3%,129件
5,1700-1749,11252円,87分,117.2%,104件
6,1750-1799,11919円,88分,118%,107件
7,1800-1849,11774円,82分,119.2%,97件
8,1850-1899,10329円,78分,117.7%,107件
9,1900-1949,10931円,80分,118.3%,92件
10,1950-1999,11002円,71分,120.8%,89件
11,2000-2049,10320円,71分,119.5%,81件
12,2050-2099,10638円,68分,120.8%,97件
13,2100-2149,11189円,64分,123.5%,85件
14,2150-2199,13257円,59分,130%,67件
15,2200-2249,12993円,60分,128.6%,77件
16,2250-2299,11439円,52分,129.1%,62件
17,2300-2349,13856円,46分,140%,55件
18,2350-2399,10520円,45分,131%,54件
19,2400-2449,10925円,40分,136.2%,41件
20,2450-2499,10680円,39分,136.7%,64件
21,2500-2549,12964円,33分,152.3%,64件
22,2550-2599,12458円,34分,149.5%,53件
23,2600-2649,12823円,36分,147.6%,52件
24,2650-2699,12980円,36分,148.7%,44件
25,2700-2749,14201円,31分,161%,46件
26,2750-2799,13751円,30分,160.6%,47件
27,2800-2849,15277円,30分,168.7%,37件
28,2850-2899,15491円,26分,180.6%,48件
29,2900-2949,15297円,22分,192.2%,40件
