,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,500-549,832円,150分,100.7%,2340件
1,550-599,1045円,149分,100.9%,2199件
2,600-649,1470円,144分,101.4%,2101件
3,650-699,1171円,145分,101.1%,1842件
4,700-749,1461円,143分,101.4%,1804件
5,750-799,1978円,139分,101.9%,1665件
6,800-849,2351円,136分,102.3%,1609件
7,850-899,2025円,133分,102%,2851件
8,900-949,2157円,133分,102.2%,1650件
9,950-999,2072円,130分,102.1%,1700件
10,1000-1049,2485円,128分,102.6%,1464件
11,1050-1099,2711円,125分,102.9%,1312件
12,1100-1149,2758円,123分,103%,1278件
13,1150-1199,2519円,122分,102.8%,1249件
14,1200-1249,2273円,119分,102.6%,1139件
15,1250-1299,3180円,115分,103.7%,1174件
16,1300-1349,3951円,113分,104.7%,1067件
17,1350-1399,3398円,111分,104.1%,1093件
18,1400-1449,3482円,107分,104.3%,1084件
19,1450-1499,3454円,104分,104.4%,1050件
20,1500-1549,3733円,102分,104.9%,1091件
21,1550-1599,4330円,99分,105.8%,994件
22,1600-1649,4658円,95分,106.5%,1021件
23,1650-1699,4489円,94分,106.3%,882件
24,1700-1749,4576円,90分,106.8%,919件
25,1750-1799,4913円,89分,107.4%,868件
26,1800-1849,4314円,85分,106.8%,836件
27,1850-1899,4928円,81分,108.1%,826件
28,1900-1949,5320円,77分,109.2%,834件
29,1950-1999,5489円,74分,109.9%,802件
30,2000-2049,5383円,71分,110.1%,777件
31,2050-2099,5200円,66分,110.5%,805件
32,2100-2149,5499円,64分,111.5%,740件
33,2150-2199,5953円,62分,112.9%,759件
34,2200-2249,6160円,58分,114.2%,763件
35,2250-2299,5941円,55分,114.5%,648件
36,2300-2349,5883円,51分,115.4%,680件
37,2350-2399,6514円,49分,117.8%,661件
38,2400-2449,7026円,46分,120.3%,658件
39,2450-2499,7455円,45分,122%,608件
40,2500-2549,7256円,44分,122.1%,625件
41,2550-2599,8422円,41分,127.4%,572件
42,2600-2649,8968円,40分,130.2%,559件
43,2650-2699,9277円,37分,133%,525件
44,2700-2749,9858円,36分,136.6%,476件
45,2750-2799,10907円,32分,145.1%,386件
46,2800-2849,11821円,29分,154.2%,346件
47,2850-2899,12423円,26分,163.9%,273件
48,2900-2949,13733円,23分,178.6%,185件
