,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,800-849,5020円,137分,104.9%,787件
1,850-899,4922円,133分,104.9%,768件
2,900-949,5306円,130分,105.4%,731件
3,950-999,4752円,132分,104.8%,639件
4,1000-1049,5867円,126分,106.2%,616件
5,1050-1099,5585円,123分,106%,531件
6,1100-1149,5981円,123分,106.5%,538件
7,1150-1199,5985円,118分,106.8%,980件
8,1200-1249,5993円,116分,106.9%,533件
9,1250-1299,6542円,112分,107.8%,572件
10,1300-1349,6447円,112分,107.7%,526件
11,1350-1399,6797円,108分,108.4%,448件
12,1400-1449,5909円,107分,107.3%,444件
13,1450-1499,6875円,103分,108.9%,445件
14,1500-1549,6485円,102分,108.5%,399件
15,1550-1599,7006円,98分,109.6%,368件
16,1600-1649,7544円,95分,110.6%,352件
17,1650-1699,6902円,92分,110%,376件
18,1700-1749,7903円,89分,111.8%,411件
19,1750-1799,7699円,84分,112.2%,373件
20,1800-1849,6954円,86分,110.8%,358件
21,1850-1899,8236円,81分,113.6%,327件
22,1900-1949,8464円,78分,114.4%,312件
23,1950-1999,7751円,75分,113.7%,285件
24,2000-2049,9425円,72分,117.5%,332件
25,2050-2099,9273円,70分,117.7%,292件
26,2100-2149,8719円,64分,118.3%,295件
27,2150-2199,8853円,59分,120.1%,256件
28,2200-2249,8819円,55分,121.5%,272件
29,2250-2299,9792円,48分,127.1%,274件
30,2300-2349,9170円,46分,126.4%,254件
31,2350-2399,9199円,43分,128.5%,279件
32,2400-2449,9435円,42分,129.9%,252件
33,2450-2499,9228円,42分,129.1%,239件
34,2500-2549,10415円,39分,135.7%,253件
35,2550-2599,10238円,38分,135.8%,215件
36,2600-2649,10676円,36分,139.1%,248件
37,2650-2699,11125円,35分,142%,211件
38,2700-2749,11406円,34分,145.1%,201件
39,2750-2799,12236円,32分,150.9%,192件
40,2800-2849,12659円,29分,158.7%,215件
41,2850-2899,12910円,26分,166.7%,170件
42,2900-2949,14387円,24分,181%,156件
