,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,800-849,304円,127分,100.3%,21件
1,850-899,1040円,144分,101%,37件
2,900-949,4004円,124分,104.3%,30件
3,950-999,1024円,128分,101.1%,40件
4,1000-1049,2168円,132分,102.2%,35件
5,1050-1099,3536円,127分,103.7%,56件
6,1100-1149,2557円,119分,102.9%,58件
7,1150-1199,2715円,117分,103.1%,69件
8,1200-1249,3512円,117分,104%,78件
9,1250-1299,3186円,116分,103.7%,87件
10,1300-1349,2832円,109分,103.5%,74件
11,1350-1399,3741円,109分,104.6%,86件
12,1400-1449,3408円,105分,104.3%,80件
13,1450-1499,3385円,99分,104.5%,89件
14,1500-1549,2490円,100分,103.3%,101件
15,1550-1599,3622円,96分,105%,99件
16,1600-1649,4270円,92分,106.2%,126件
17,1650-1699,4394円,91分,106.4%,107件
18,1700-1749,5008円,91分,107.3%,116件
19,1750-1799,5397円,88分,108.1%,103件
20,1800-1849,4626円,83分,107.4%,90件
21,1850-1899,5001円,78分,108.5%,126件
22,1900-1949,4633円,75分,108.3%,115件
23,1950-1999,4075円,74分,107.3%,103件
24,2000-2049,6724円,68分,113.1%,107件
25,2050-2099,4572円,66分,109.2%,75件
26,2100-2149,4399円,65分,109.1%,87件
27,2150-2199,5289円,63分,111.2%,68件
28,2200-2249,5388円,58分,112.3%,70件
29,2250-2299,5526円,52分,114.2%,73件
30,2300-2349,7181円,47分,120.2%,76件
31,2350-2399,6901円,45分,120.7%,61件
32,2400-2449,5825円,46分,116.9%,63件
33,2450-2499,7209円,44分,121.9%,67件
34,2500-2549,7096円,42分,122.4%,56件
35,2550-2599,7599円,41分,124.5%,68件
36,2600-2649,7577円,42分,123.9%,62件
37,2650-2699,8746円,36分,132%,53件
38,2700-2749,9962円,34分,138.8%,47件
39,2750-2799,10001円,31分,143.3%,44件
40,2800-2849,11584円,27分,156.3%,46件
41,2850-2899,12369円,27分,160.8%,59件
42,2900-2949,13133円,23分,176.4%,52件
