,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,250-299,-1748円,157分,98.5%,2701件
1,300-349,-1742円,156分,98.5%,3527件
2,350-399,-1680円,155分,98.6%,3180件
3,400-449,-1050円,151分,99.1%,2982件
4,450-499,-1176円,151分,99%,2564件
5,500-549,-1184円,149分,98.9%,2340件
6,550-599,-952円,147分,99.1%,2199件
7,600-649,-486円,143分,99.5%,2101件
8,650-699,-782円,143分,99.3%,1842件
9,700-749,-464円,141分,99.6%,1804件
10,750-799,85円,137分,100.1%,1665件
11,800-849,474円,135分,100.5%,1609件
12,850-899,192円,131分,100.2%,2851件
13,900-949,336円,131分,100.3%,1650件
14,950-999,300円,129分,100.3%,1700件
15,1000-1049,732円,126分,100.8%,1464件
16,1050-1099,978円,124分,101.1%,1312件
17,1100-1149,1052円,122分,101.2%,1278件
18,1150-1199,852円,120分,100.9%,1249件
19,1200-1249,657円,117分,100.7%,1139件
20,1250-1299,1582円,114分,101.9%,1174件
21,1300-1349,2351円,112分,102.8%,1067件
22,1350-1399,1846円,110分,102.2%,1093件
23,1400-1449,1989円,106分,102.5%,1084件
24,1450-1499,2001円,103分,102.6%,1050件
25,1500-1549,2307円,100分,103.1%,1091件
26,1550-1599,2914円,97分,104%,994件
27,1600-1649,3285円,94分,104.6%,1021件
28,1650-1699,3137円,93分,104.5%,882件
29,1700-1749,3279円,89分,104.9%,919件
30,1750-1799,3621円,88分,105.5%,868件
31,1800-1849,3107円,84分,104.9%,836件
32,1850-1899,3745円,80分,106.2%,826件
33,1900-1949,4190円,76分,107.3%,834件
34,1950-1999,4406円,73分,108.1%,802件
35,2000-2049,4342円,70分,108.3%,777件
36,2050-2099,4237円,65分,108.6%,805件
37,2100-2149,4568円,63分,109.6%,740件
38,2150-2199,5033円,61分,111%,759件
39,2200-2249,5296円,57分,112.4%,763件
40,2250-2299,5117円,54分,112.7%,648件
41,2300-2349,5119円,50分,113.6%,680件
42,2350-2399,5776円,48分,116%,661件
43,2400-2449,6292円,45分,118.4%,658件
44,2450-2499,6721円,45分,120.1%,608件
45,2500-2549,6522円,43分,120.2%,625件
46,2550-2599,7688円,40分,125.5%,572件
47,2600-2649,8234円,39分,128.2%,559件
48,2650-2699,8543円,37分,130.9%,525件
49,2700-2749,9124円,35分,134.5%,476件
50,2750-2799,10173円,32分,142.9%,386件
51,2800-2849,11087円,28分,152%,346件
52,2850-2899,11689円,25分,161.6%,273件
53,2900-2949,12999円,23分,176.5%,185件
