,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1350-1399,5707円,112分,106.8%,792件
1,1400-1449,6707円,109分,108.2%,738件
2,1450-1499,6090円,107分,107.6%,759件
3,1500-1549,6088円,104分,107.8%,782件
4,1550-1599,6011円,100分,108%,752件
5,1600-1649,6354円,97分,108.7%,733件
6,1650-1699,7007円,94分,110%,705件
7,1700-1749,7199円,92分,110.5%,689件
8,1750-1799,6653円,90分,109.9%,612件
9,1800-1849,6927円,85分,110.9%,641件
10,1850-1899,7595円,85分,112%,611件
11,1900-1949,7065円,78分,112%,597件
12,1950-1999,7394円,77分,112.9%,562件
13,2000-2049,6947円,72分,112.8%,551件
14,2050-2099,7805円,67分,115.5%,564件
15,2100-2149,7915円,64分,116.4%,559件
16,2150-2199,6841円,60分,115.2%,553件
17,2200-2249,7653円,58分,117.6%,525件
18,2250-2299,7588円,55分,118.3%,517件
19,2300-2349,7876円,51分,120.6%,529件
20,2350-2399,7452円,49分,120.3%,439件
21,2400-2449,7711円,47分,121.8%,486件
22,2450-2499,8480円,46分,124.7%,453件
23,2500-2549,9005円,43分,127.7%,449件
24,2550-2599,9599円,42分,130.3%,417件
25,2600-2649,9379円,40分,131.2%,444件
26,2650-2699,10279円,38分,135.8%,368件
27,2700-2749,11199円,36分,141.8%,388件
28,2750-2799,11823円,33分,148.1%,366件
29,2800-2849,12526円,31分,153.9%,327件
30,2850-2899,13726円,28分,165.6%,243件
31,2900-2949,14615円,24分,182%,189件
