,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,800-849,3178円,136分,103.1%,165件
1,850-899,4953円,133分,105%,172件
2,900-949,4330円,131分,104.4%,191件
3,950-999,4488円,127分,104.7%,223件
4,1000-1049,4011円,130分,104.1%,233件
5,1050-1099,5190円,127分,105.4%,226件
6,1100-1149,5866円,121分,106.5%,259件
7,1150-1199,3856円,124分,104.1%,261件
8,1200-1249,4026円,119分,104.5%,302件
9,1250-1299,5782円,115分,106.7%,293件
10,1300-1349,5918円,117分,106.7%,295件
11,1350-1399,5774円,109分,107.1%,289件
12,1400-1449,6256円,102分,108.1%,283件
13,1450-1499,5712円,103分,107.4%,275件
14,1500-1549,6110円,102分,108%,280件
15,1550-1599,6041円,99分,108.2%,237件
16,1600-1649,5022円,96分,107%,223件
17,1650-1699,5898円,94分,108.4%,233件
18,1700-1749,6613円,88分,110%,238件
19,1750-1799,6482円,86分,110%,208件
20,1800-1849,6185円,85分,109.7%,221件
21,1850-1899,7306円,82分,111.8%,229件
22,1900-1949,6964円,75分,112.3%,185件
23,1950-1999,7496円,77分,112.9%,175件
24,2000-2049,6761円,72分,112.6%,177件
25,2050-2099,8782円,66分,117.7%,160件
26,2100-2149,5917円,66分,112%,145件
27,2150-2199,8429円,60分,118.8%,131件
28,2200-2249,6746円,55分,116.3%,146件
29,2250-2299,7622円,51分,120.1%,162件
30,2300-2349,8551円,46分,124.9%,137件
31,2350-2399,7924円,46分,122.8%,128件
32,2400-2449,7735円,47分,122%,114件
33,2450-2499,9180円,42分,129.1%,118件
34,2500-2549,8816円,43分,127.5%,119件
35,2550-2599,9559円,40分,131.8%,105件
36,2600-2649,9830円,40分,133%,107件
37,2650-2699,9961円,38分,134.9%,100件
38,2700-2749,10384円,34分,140.3%,94件
39,2750-2799,11763円,33分,148%,125件
40,2800-2849,12429円,29分,157.4%,108件
41,2850-2899,12772円,26分,164.8%,83件
42,2900-2949,14840円,23分,185.7%,79件
