,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,900-949,553円,143分,100.5%,30件
1,950-999,4663円,118分,105.3%,28件
2,1000-1049,1175円,127分,101.2%,35件
3,1050-1099,1505円,131分,101.5%,29件
4,1100-1149,3945円,123分,104.3%,47件
5,1150-1199,2565円,115分,103%,46件
6,1200-1249,3694円,114分,104.3%,63件
7,1250-1299,3286円,112分,103.9%,60件
8,1300-1349,3325円,113分,103.9%,73件
9,1350-1399,3582円,109分,104.4%,65件
10,1400-1449,3748円,104分,104.8%,70件
11,1450-1499,3149円,99分,104.2%,64件
12,1500-1549,3875円,95分,105.4%,74件
13,1550-1599,2687円,98分,103.7%,86件
14,1600-1649,3979円,92分,105.8%,88件
15,1650-1699,4460円,91分,106.5%,107件
16,1700-1749,4387円,88分,106.6%,90件
17,1750-1799,5088円,88分,107.7%,94件
18,1800-1849,5575円,84分,108.8%,88件
19,1850-1899,4984円,80分,108.3%,75件
20,1900-1949,5172円,74分,109.3%,104件
21,1950-1999,4948円,74分,109%,95件
22,2000-2049,4644円,69分,109%,85件
23,2050-2099,6484円,63分,113.8%,80件
24,2100-2149,4691円,63分,110%,63件
25,2150-2199,4710円,61分,110.2%,75件
26,2200-2249,5255円,57分,112.2%,54件
27,2250-2299,4880円,55分,111.7%,54件
28,2300-2349,5889円,48分,116.5%,60件
29,2350-2399,7268円,44分,122%,62件
30,2400-2449,6390円,45分,119%,47件
31,2450-2499,5530円,46分,116%,49件
32,2500-2549,7753円,41分,124.9%,59件
33,2550-2599,7605円,40分,125.1%,47件
34,2600-2649,8058円,39分,127.4%,57件
35,2650-2699,8145円,40分,127.4%,54件
36,2700-2749,9406円,35分,136.1%,42件
37,2750-2799,10687円,32分,144.8%,39件
38,2800-2849,10693円,28分,150.2%,37件
39,2850-2899,11930円,24分,166.5%,36件
40,2900-2949,13001円,23分,174.1%,47件
