,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,600-649,88円,145分,100.1%,112件
1,650-699,409円,143分,100.4%,135件
2,700-749,392円,133分,100.4%,156件
3,750-799,-1219円,138分,98.8%,189件
4,800-849,1358円,132分,101.4%,210件
5,850-899,596円,132分,100.6%,229件
6,900-949,1483円,126分,101.6%,272件
7,950-999,210円,130分,100.2%,277件
8,1000-1049,1306円,127分,101.4%,269件
9,1050-1099,2064円,121分,102.3%,311件
10,1100-1149,793円,123分,100.9%,327件
11,1150-1199,1177円,118分,101.3%,360件
12,1200-1249,2535円,113分,103%,353件
13,1250-1299,2550円,116分,102.9%,351件
14,1300-1349,2323円,109分,102.8%,342件
15,1350-1399,3184円,102分,104.1%,343件
16,1400-1449,2760円,104分,103.5%,330件
17,1450-1499,2978円,103分,103.9%,334件
18,1500-1549,2918円,100分,103.9%,283件
19,1550-1599,2286円,98分,103.1%,273件
20,1600-1649,3006円,95分,104.2%,274件
21,1650-1699,3604円,90分,105.3%,286件
22,1700-1749,3603円,88分,105.5%,249件
23,1750-1799,3148円,86分,104.9%,255件
24,1800-1849,4027円,85分,106.3%,263件
25,1850-1899,4419円,78分,107.6%,223件
26,1900-1949,4850円,79分,108.2%,199件
27,1950-1999,4815円,72分,108.9%,216件
28,2000-2049,6051円,68分,111.8%,197件
29,2050-2099,3775円,68分,107.4%,173件
30,2100-2149,5897円,61分,112.8%,162件
31,2150-2199,5011円,58分,111.6%,179件
32,2200-2249,5464円,54分,113.5%,184件
33,2250-2299,6682円,49分,118.3%,164件
34,2300-2349,6449円,49分,117.7%,157件
35,2350-2399,5746円,47分,116.4%,143件
36,2400-2449,7374円,42分,123.2%,140件
37,2450-2499,6473円,45分,119.3%,140件
38,2500-2549,7419円,41分,124%,123件
39,2550-2599,8077円,40分,126.7%,130件
40,2600-2649,7754円,39分,126.2%,114件
41,2650-2699,8792円,35分,133.2%,120件
42,2700-2749,9673円,34分,137.9%,145件
43,2750-2799,10067円,31分,142.9%,124件
44,2800-2849,11010円,28分,151.8%,110件
45,2850-2899,12692円,25分,167.2%,107件
46,2900-2949,12859円,23分,173.5%,102件
