,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,750-799,3151円,140分,103%,987件
1,800-849,2893円,138分,102.8%,964件
2,850-899,4000円,134分,104%,927件
3,900-949,2994円,134分,103%,1114件
4,950-999,3652円,128分,103.8%,1075件
5,1000-1049,3473円,128分,103.6%,1127件
6,1050-1099,4009円,124分,104.3%,975件
7,1100-1149,3884円,121分,104.3%,1001件
8,1150-1199,3968円,122分,104.3%,869件
9,1200-1249,4459円,118分,105%,870件
10,1250-1299,4501円,117分,105.1%,760件
11,1300-1349,3785円,112分,104.5%,690件
12,1350-1399,4324円,110分,105.3%,705件
13,1400-1449,5262円,108分,106.5%,668件
14,1450-1499,4329円,106分,105.4%,623件
15,1500-1549,4634円,104分,106%,643件
16,1550-1599,5365円,98分,107.3%,654件
17,1600-1649,5329円,95分,107.5%,634件
18,1650-1699,5978円,94分,108.5%,532件
19,1700-1749,5419円,91分,107.9%,519件
20,1750-1799,5919円,88分,109%,531件
21,1800-1849,5530円,85分,108.7%,508件
22,1850-1899,5602円,81分,109.2%,508件
23,1900-1949,6138円,77分,110.6%,475件
24,1950-1999,6272円,74分,111.3%,452件
25,2000-2049,5861円,70分,111.2%,451件
26,2050-2099,6184円,67分,112.3%,434件
27,2100-2149,6244円,63分,113.3%,430件
28,2150-2199,6645円,62分,114.3%,399件
29,2200-2249,6573円,57分,115.3%,394件
30,2250-2299,6847円,53分,117.3%,378件
31,2300-2349,7060円,50分,118.7%,381件
32,2350-2399,7497円,47分,121.1%,346件
33,2400-2449,7249円,47分,120.6%,327件
34,2450-2499,7574円,45分,122.5%,315件
35,2500-2549,8424円,43分,126.1%,333件
36,2550-2599,8507円,42分,127.1%,305件
37,2600-2649,9177円,40分,130.9%,280件
38,2650-2699,9833円,37分,135%,318件
39,2700-2749,10638円,35分,140.7%,289件
40,2750-2799,11031円,32分,146.1%,306件
41,2800-2849,12243円,30分,155.2%,268件
42,2850-2899,12960円,26分,166.4%,260件
43,2900-2949,14045円,23分,180%,212件
