,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1100-1149,4790円,124分,105.1%,82件
1,1150-1199,6099円,124分,106.5%,96件
2,1200-1249,4979円,120分,105.5%,102件
3,1250-1299,6477円,110分,107.8%,101件
4,1300-1349,6377円,114分,107.4%,108件
5,1350-1399,6168円,108分,107.6%,101件
6,1400-1449,5725円,105分,107.3%,110件
7,1450-1499,4668円,105分,105.9%,131件
8,1500-1549,5445円,102分,107.1%,113件
9,1550-1599,5705円,98分,107.8%,144件
10,1600-1649,6220円,95分,108.7%,130件
11,1650-1699,6667円,95分,109.4%,138件
12,1700-1749,7266円,95分,110.2%,127件
13,1750-1799,6576円,88分,110%,113件
14,1800-1849,6064円,84分,109.6%,144件
15,1850-1899,6345円,79分,110.7%,139件
16,1900-1949,5643円,79分,109.5%,125件
17,1950-1999,7870円,74分,114.1%,126件
18,2000-2049,6503円,70分,112.3%,93件
19,2050-2099,4889円,70分,109.3%,98件
20,2100-2149,6964円,69分,113.4%,90件
21,2150-2199,7787円,64分,116.3%,91件
22,2200-2249,7508円,56分,117.9%,106件
23,2250-2299,8054円,53分,120.3%,87件
24,2300-2349,8110円,48分,122.4%,83件
25,2350-2399,7280円,48分,120.4%,86件
26,2400-2449,8221円,45分,124.2%,81件
27,2450-2499,7661円,44分,123.2%,64件
28,2500-2549,8140円,44分,124.5%,80件
29,2550-2599,8553円,44分,126.2%,76件
30,2600-2649,9288円,40分,131.2%,66件
31,2650-2699,10555円,38分,137%,60件
32,2700-2749,10417円,36分,139%,51件
33,2750-2799,11776円,32分,149.7%,54件
34,2800-2849,12478円,31分,153.9%,74件
35,2850-2899,13041円,27分,163.8%,63件
36,2900-2949,14691円,24分,182.7%,47件
