,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,450-499,-648円,153分,99.4%,56件
1,500-549,-94円,149分,99.9%,87件
2,550-599,275円,146分,100.3%,112件
3,600-649,-259円,142分,99.8%,151件
4,650-699,1077円,140分,101%,157件
5,700-749,928円,139分,100.9%,171件
6,750-799,859円,137分,100.8%,193件
7,800-849,413円,137分,100.4%,235件
8,850-899,971円,133分,101%,231件
9,900-949,1313円,132分,101.3%,232件
10,950-999,2195円,127分,102.3%,306件
11,1000-1049,2397円,125分,102.6%,287件
12,1050-1099,1566円,123分,101.7%,342件
13,1100-1149,2389円,123分,102.6%,332件
14,1150-1199,1923円,119分,102.2%,341件
15,1200-1249,1547円,117分,101.8%,389件
16,1250-1299,2345円,117分,102.7%,381件
17,1300-1349,2626円,112分,103.1%,323件
18,1350-1399,2035円,113分,102.4%,337件
19,1400-1449,2742円,106分,103.5%,351件
20,1450-1499,2211円,106分,102.8%,339件
21,1500-1549,3047円,100分,104.1%,341件
22,1550-1599,2505円,97分,103.4%,334件
23,1600-1649,4286円,94分,106.1%,333件
24,1650-1699,4449円,93分,106.4%,368件
25,1700-1749,3474円,89分,105.2%,295件
26,1750-1799,3767円,87分,105.8%,300件
27,1800-1849,4538円,82分,107.4%,283件
28,1850-1899,4673円,77分,108.1%,280件
29,1900-1949,5291円,76分,109.3%,255件
30,1950-1999,5215円,73分,109.5%,248件
31,2000-2049,5131円,68分,110%,229件
32,2050-2099,5842円,67分,111.6%,227件
33,2100-2149,6160円,63分,113.1%,224件
34,2150-2199,5208円,62分,111.3%,221件
35,2200-2249,3937円,60分,108.7%,199件
36,2250-2299,5818円,52分,114.9%,184件
37,2300-2349,5821円,51分,115.2%,181件
38,2350-2399,6111円,48分,117.1%,188件
39,2400-2449,6152円,47分,117.6%,185件
40,2450-2499,6739円,43分,120.8%,158件
41,2500-2549,6432円,43分,119.9%,172件
42,2550-2599,7114円,42分,122.3%,140件
43,2600-2649,8640円,37分,130.7%,158件
44,2650-2699,9241円,37分,133.2%,125件
45,2700-2749,9794円,33分,139.3%,155件
46,2750-2799,10057円,34分,139.6%,123件
47,2800-2849,11307円,29分,152%,116件
48,2850-2899,12485円,25分,165.5%,113件
49,2900-2949,13249円,23分,175.9%,116件
