,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,550-599,2156円,149分,101.9%,193件
1,600-649,2190円,142分,102.1%,232件
2,650-699,602円,144分,100.6%,277件
3,700-749,3215円,139分,103.1%,305件
4,750-799,2492円,138分,102.4%,329件
5,800-849,2579円,136分,102.5%,374件
6,850-899,2434円,136分,102.4%,410件
7,900-949,3173円,131分,103.2%,403件
8,950-999,3292円,129分,103.4%,439件
9,1000-1049,2486円,129分,102.6%,464件
10,1050-1099,2535円,126分,102.7%,508件
11,1100-1149,3577円,120分,104%,503件
12,1150-1199,3686円,124分,104%,501件
13,1200-1249,3634円,117分,104.1%,509件
14,1250-1299,4245円,112分,105%,490件
15,1300-1349,4094円,112分,104.9%,460件
16,1350-1399,3965円,111分,104.8%,470件
17,1400-1449,4641円,106分,105.8%,424件
18,1450-1499,3679円,104分,104.7%,391件
19,1500-1549,4545円,101分,106%,411件
20,1550-1599,4594円,100分,106.1%,418件
21,1600-1649,4883円,94分,106.9%,366件
22,1650-1699,4782円,91分,107%,385件
23,1700-1749,5133円,91分,107.5%,365件
24,1750-1799,5084円,86分,107.9%,322件
25,1800-1849,5626円,85分,108.8%,297件
26,1850-1899,5522円,80分,109.2%,319件
27,1900-1949,6112円,77分,110.6%,267件
28,1950-1999,5087円,74分,109.1%,255件
29,2000-2049,6837円,71分,112.9%,247件
30,2050-2099,5612円,67分,111.2%,259件
31,2100-2149,5647円,64分,111.8%,253件
32,2150-2199,6756円,58分,115.6%,242件
33,2200-2249,6663円,57分,115.5%,230件
34,2250-2299,6116円,54分,115%,224件
35,2300-2349,6641円,48分,118.4%,193件
36,2350-2399,6394円,50分,117%,206件
37,2400-2449,7072円,46分,120.4%,174件
38,2450-2499,7055円,47分,120.2%,187件
39,2500-2549,8177円,42分,126%,178件
40,2550-2599,8332円,41分,127.3%,173件
41,2600-2649,8768円,40分,129.2%,203件
42,2650-2699,9344円,38分,133.1%,185件
43,2700-2749,9961円,35分,137.5%,149件
44,2750-2799,11375円,32分,147.9%,159件
45,2800-2849,11741円,31分,151.3%,153件
46,2850-2899,12903円,27分,164.5%,150件
47,2900-2949,13733円,23分,180%,114件
