,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,350-399,716円,154分,100.6%,6825件
1,400-449,1126円,152分,101%,3591件
2,450-499,1182円,149分,101.1%,2463件
3,500-549,1438円,148分,101.3%,2055件
4,550-599,1255円,146分,101.1%,1722件
5,600-649,1339円,145分,101.2%,1659件
6,650-699,1673円,142分,101.6%,1587件
7,700-749,1555円,141分,101.5%,1605件
8,750-799,1944円,137分,101.9%,1489件
9,800-849,1753円,135分,101.7%,1523件
10,850-899,1872円,133分,101.9%,1523件
11,900-949,2410円,132分,102.4%,1537件
12,950-999,2110円,129分,102.2%,1360件
13,1000-1049,2574円,125分,102.8%,1601件
14,1050-1099,2837円,122分,103.1%,1630件
15,1100-1149,3084円,121分,103.4%,1550件
16,1150-1199,3393円,118分,103.8%,1489件
17,1200-1249,3541円,118分,104%,1423件
18,1250-1299,3176円,115分,103.7%,1452件
19,1300-1349,3449円,112分,104.1%,1328件
20,1350-1399,3471円,108分,104.3%,1259件
21,1400-1449,4086円,107分,105.1%,1208件
22,1450-1499,3510円,104分,104.5%,1218件
23,1500-1549,4228円,101分,105.6%,1210件
24,1550-1599,3995円,98分,105.4%,1188件
25,1600-1649,4228円,94分,106%,1108件
26,1650-1699,4373円,92分,106.3%,1054件
27,1700-1749,4982円,90分,107.4%,1097件
28,1750-1799,5064円,86分,107.8%,1046件
29,1800-1849,5086円,85分,108%,1026件
30,1850-1899,5343円,81分,108.7%,1046件
31,1900-1949,5400円,79分,109.1%,1014件
32,1950-1999,5773円,76分,110.2%,933件
33,2000-2049,5814円,70分,111%,969件
34,2050-2099,5527円,67分,111.1%,940件
35,2100-2149,5519円,62分,111.9%,870件
36,2150-2199,6340円,59分,114.2%,883件
37,2200-2249,6501円,56分,115.4%,863件
38,2250-2299,6332円,53分,116%,813件
39,2300-2349,6520円,50分,117.5%,825件
40,2350-2399,7171円,46分,120.8%,805件
41,2400-2449,6984円,44分,121%,773件
42,2450-2499,7319円,44分,122.4%,737件
43,2500-2549,8068円,42分,125.8%,702件
44,2550-2599,8275円,40分,127.6%,707件
45,2600-2649,8434円,39分,128.8%,654件
46,2650-2699,9100円,36分,133.7%,700件
47,2700-2749,9714円,34分,137.6%,634件
48,2750-2799,9513円,35分,136.4%,547件
