,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,500-549,2501円,146分,102.3%,1138件
1,550-599,1816円,146分,101.7%,1439件
2,600-649,2310円,142分,102.2%,1349件
3,650-699,2814円,138分,102.7%,1216件
4,700-749,2949円,137分,102.9%,1054件
5,750-799,2675円,138分,102.6%,937件
6,800-849,2673円,136分,102.6%,918件
7,850-899,3186円,131分,103.2%,865件
8,900-949,2718円,133分,102.7%,775件
9,950-999,3649円,128分,103.8%,733件
10,1000-1049,3710円,124分,104%,644件
11,1050-1099,4213円,123分,104.6%,649件
12,1100-1149,3866円,120分,104.3%,1166件
13,1150-1199,3760円,117分,104.3%,645件
14,1200-1249,4358円,114分,105.1%,687件
15,1250-1299,4461円,113分,105.3%,625件
16,1300-1349,4566円,110分,105.5%,542件
17,1350-1399,3869円,109分,104.7%,516件
18,1400-1449,4860円,106分,106.1%,532件
19,1450-1499,4497円,104分,105.8%,461件
20,1500-1549,5316円,99分,107.2%,448件
21,1550-1599,5548円,97分,107.6%,423件
22,1600-1649,5242円,96分,107.3%,442件
23,1650-1699,5872円,92分,108.5%,479件
24,1700-1749,5949円,88分,109.1%,439件
25,1750-1799,5416円,87分,108.3%,429件
26,1800-1849,6548円,83分,110.6%,405件
27,1850-1899,6967円,80分,111.7%,383件
28,1900-1949,6389円,78分,110.9%,347件
29,1950-1999,7416円,74分,113.3%,396件
30,2000-2049,7828円,72分,114.5%,360件
31,2050-2099,6959円,67分,113.9%,348件
32,2100-2149,7290円,62分,115.7%,313件
33,2150-2199,7586円,58分,117.5%,321件
34,2200-2249,8290円,52分,121.2%,337件
35,2250-2299,7986円,51分,121.1%,307件
36,2300-2349,7712円,46分,122.4%,340件
37,2350-2399,7895円,44分,123.7%,299件
38,2400-2449,7885円,44分,123.8%,293件
39,2450-2499,9016円,41分,129.4%,311件
40,2500-2549,8646円,41分,128.4%,262件
41,2550-2599,9124円,39分,131.4%,290件
42,2600-2649,9539円,38分,133.8%,251件
43,2650-2699,10052円,35分,137.9%,240件
44,2700-2749,10569円,35分,140.8%,226件
45,2750-2799,10856円,32分,145.7%,250件
46,2800-2849,11454円,29分,153.3%,204件
47,2850-2899,12904円,26分,166.2%,219件
48,2900-2949,13345円,23分,178.9%,184件
