,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,450-499,1405円,150分,101.2%,2450件
1,500-549,1250円,149分,101.1%,2057件
2,550-599,1420円,148分,101.3%,1971件
3,600-649,1629円,144分,101.5%,1884件
4,650-699,1587円,144分,101.5%,1892件
5,700-749,1913円,140分,101.8%,1818件
6,750-799,1753円,138分,101.7%,1853件
7,800-849,1868円,136分,101.8%,1804件
8,850-899,2233円,135分,102.2%,1825件
9,900-949,2199円,131分,102.2%,1647件
10,950-999,2429円,127分,102.5%,1906件
11,1000-1049,2671円,126分,102.8%,1946件
12,1050-1099,3052円,123分,103.3%,1830件
13,1100-1149,3289円,121分,103.6%,1803件
14,1150-1199,3221円,121分,103.5%,1695件
15,1200-1249,2835円,118分,103.2%,1703件
16,1250-1299,3278円,114分,103.8%,1586件
17,1300-1349,3611円,110分,104.4%,1543件
18,1350-1399,3909円,110分,104.7%,1447件
19,1400-1449,3488円,107分,104.4%,1449件
20,1450-1499,4199円,103分,105.4%,1460件
21,1500-1549,3886円,102分,105.1%,1445件
22,1550-1599,4023円,98分,105.5%,1348件
23,1600-1649,4147円,96分,105.8%,1284件
24,1650-1699,4651円,94分,106.6%,1324件
25,1700-1749,4868円,89分,107.3%,1254件
26,1750-1799,4947円,88分,107.5%,1272件
27,1800-1849,5153円,85分,108.1%,1245件
28,1850-1899,5089円,83分,108.2%,1188件
29,1900-1949,5661円,79分,109.6%,1139件
30,1950-1999,5633円,74分,110.1%,1180件
31,2000-2049,5384円,70分,110.2%,1112件
32,2050-2099,5372円,66分,110.8%,1071件
33,2100-2149,6049円,63分,112.8%,1049件
34,2150-2199,6178円,60分,113.7%,1005件
35,2200-2249,6086円,57分,114.3%,977件
36,2250-2299,6262円,53分,115.7%,988件
37,2300-2349,6554円,50分,117.6%,967件
38,2350-2399,6673円,47分,119%,940件
39,2400-2449,6846円,46分,120.1%,877件
40,2450-2499,7563円,43分,123.4%,873件
41,2500-2549,7656円,42分,124.2%,852件
42,2550-2599,8036円,41分,126.1%,810件
43,2600-2649,8583円,38分,129.8%,847件
44,2650-2699,9143円,37分,133%,779件
45,2700-2749,9105円,37分,133%,655件
