,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1200-1249,8471円,108分,110.4%,14件
1,1250-1299,9734円,116分,111.2%,19件
2,1300-1349,11112円,102分,114.6%,25件
3,1350-1399,9793円,107分,112.2%,31件
4,1400-1449,11223円,99分,115.2%,16件
5,1450-1499,9213円,107分,111.5%,16件
6,1500-1549,10852円,98分,114.8%,26件
7,1550-1599,8623円,102分,111.3%,29件
8,1600-1649,10806円,92分,115.6%,42件
9,1650-1699,11390円,94分,116.1%,32件
10,1700-1749,10518円,94分,114.9%,36件
11,1750-1799,11117円,81分,118.4%,30件
12,1800-1849,11086円,83分,117.8%,36件
13,1850-1899,7812円,73分,114.4%,26件
14,1900-1949,11039円,78分,118.8%,33件
15,1950-1999,10189円,71分,119.1%,43件
16,2000-2049,11818円,70分,122.5%,37件
17,2050-2099,9237円,69分,118%,38件
18,2100-2149,10424円,63分,122%,39件
19,2150-2199,11878円,54分,129.3%,32件
20,2200-2249,10605円,53分,126.6%,35件
21,2250-2299,10838円,47分,130.6%,44件
22,2300-2349,11292円,47分,132.1%,40件
23,2350-2399,7670円,45分,122.5%,40件
24,2400-2449,8981円,42分,128.7%,31件
25,2450-2499,10320円,38分,136.4%,48件
26,2500-2549,7746円,43分,123.9%,42件
27,2550-2599,9179円,38分,132.5%,38件
28,2600-2649,10611円,34分,141.1%,31件
29,2650-2699,12301円,31分,153.2%,39件
30,2700-2749,11138円,33分,144.5%,26件
31,2750-2799,11730円,29分,153.6%,23件
32,2800-2849,12674円,28分,160.7%,32件
33,2850-2899,14196円,27分,171.2%,30件
34,2900-2949,14635円,24分,180.5%,21件
