,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,600-649,1795円,147分,101.6%,2246件
1,650-699,2030円,142分,101.9%,2187件
2,700-749,1969円,141分,101.9%,2193件
3,750-799,1911円,138分,101.8%,2145件
4,800-849,2527円,137分,102.5%,2220件
5,850-899,2388円,135分,102.4%,2035件
6,900-949,2485円,131分,102.5%,2257件
7,950-999,2910円,129分,103%,2348件
8,1000-1049,3218円,127分,103.4%,2191件
9,1050-1099,3297円,124分,103.5%,2145件
10,1100-1149,3266円,123分,103.5%,2034件
11,1150-1199,3025円,121分,103.3%,2038件
12,1200-1249,3346円,118分,103.8%,1899件
13,1250-1299,3701円,113分,104.4%,1879件
14,1300-1349,3727円,113分,104.4%,1779件
15,1350-1399,3621円,110分,104.4%,1730件
16,1400-1449,4181円,106分,105.2%,1732件
17,1450-1499,3845円,104分,104.9%,1729件
18,1500-1549,3970円,101分,105.3%,1619件
19,1550-1599,4233円,99分,105.7%,1562件
20,1600-1649,4818円,97分,106.6%,1620件
21,1650-1699,4857円,93分,107%,1498件
22,1700-1749,4894円,90分,107.2%,1512件
23,1750-1799,5025円,88分,107.6%,1508件
24,1800-1849,4758円,86分,107.4%,1416件
25,1850-1899,5384円,82分,108.7%,1354件
26,1900-1949,5163円,78分,108.8%,1405件
27,1950-1999,5334円,74分,109.6%,1331件
28,2000-2049,5131円,70分,109.8%,1275件
29,2050-2099,5762円,67分,111.5%,1275件
30,2100-2149,6220円,64分,113%,1230件
31,2150-2199,5898円,61分,113%,1191件
32,2200-2249,6081円,58分,114.1%,1193件
33,2250-2299,6289円,54分,115.5%,1180件
34,2300-2349,6535円,51分,117.2%,1143件
35,2350-2399,6538円,48分,118%,1047件
36,2400-2449,7298円,45分,121.7%,1064件
37,2450-2499,7266円,45分,121.7%,1024件
38,2500-2549,7637円,43分,123.5%,986件
39,2550-2599,8067円,41分,126.3%,1018件
40,2600-2649,8648円,39分,129.3%,949件
41,2650-2699,8778円,39分,130%,808件
