,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1300-1349,6608円,111分,107.9%,67件
1,1350-1399,7844円,107分,109.8%,83件
2,1400-1449,8940円,105分,111.4%,75件
3,1450-1499,7685円,107分,109.6%,73件
4,1500-1549,7231円,99分,109.8%,83件
5,1550-1599,7409円,98分,110.1%,78件
6,1600-1649,7959円,99分,110.7%,86件
7,1650-1699,8425円,92分,112.3%,73件
8,1700-1749,6786円,87分,110.3%,90件
9,1750-1799,7660円,88分,111.6%,81件
10,1800-1849,8649円,81分,114.2%,84件
11,1850-1899,8315円,78分,114.2%,96件
12,1900-1949,9018円,78分,115.4%,97件
13,1950-1999,6378円,73分,111.6%,79件
14,2000-2049,9075円,70分,117.2%,106件
15,2050-2099,9038円,68分,117.7%,112件
16,2100-2149,7023円,63分,114.9%,87件
17,2150-2199,8507円,60分,118.9%,90件
18,2200-2249,7705円,59分,117.5%,80件
19,2250-2299,7046円,54分,117.3%,85件
20,2300-2349,8809円,52分,122.5%,65件
21,2350-2399,7678円,47分,121.9%,71件
22,2400-2449,6253円,50分,116.5%,63件
23,2450-2499,8725円,43分,127.4%,61件
24,2500-2549,10680円,36分,139.8%,43件
25,2550-2599,9882円,40分,133.2%,49件
26,2600-2649,9349円,39分,132%,41件
27,2650-2699,10158円,37分,136.8%,49件
28,2700-2749,10980円,35分,141.3%,61件
29,2750-2799,12367円,32分,152%,42件
30,2800-2849,12770円,29分,158.9%,33件
31,2850-2899,14235円,27分,169.1%,48件
32,2900-2949,15088円,25分,181.9%,44件
