,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,550-599,1540円,147分,101.4%,2160件
1,600-649,1627円,144分,101.5%,2136件
2,650-699,2599円,141分,102.5%,2149件
3,700-749,1643円,141分,101.6%,2480件
4,750-799,2188円,137分,102.1%,2425件
5,800-849,1949円,136分,101.9%,2420件
6,850-899,2629円,133分,102.6%,2269件
7,900-949,2456円,132分,102.5%,2168件
8,950-999,2692円,130分,102.8%,1910件
9,1000-1049,2767円,127分,102.9%,1854件
10,1050-1099,2990円,127分,103.1%,1723件
11,1100-1149,2676円,121分,103%,1605件
12,1150-1199,3332円,120分,103.7%,1615件
13,1200-1249,3444円,117分,103.9%,1513件
14,1250-1299,3497円,117分,104%,1436件
15,1300-1349,3463円,112分,104.1%,1493件
16,1350-1399,4135円,109分,105.1%,1463件
17,1400-1449,3400円,106分,104.3%,1346件
18,1450-1499,4288円,104分,105.5%,1168件
19,1500-1549,4319円,103分,105.6%,1192件
20,1550-1599,4443円,100分,105.9%,1206件
21,1600-1649,4283円,96分,106%,1112件
22,1650-1699,4733円,92分,106.9%,1160件
23,1700-1749,4870円,89分,107.3%,1045件
24,1750-1799,5513円,86分,108.5%,1053件
25,1800-1849,4866円,82分,107.9%,1044件
26,1850-1899,5153円,80分,108.5%,949件
27,1900-1949,5160円,77分,109%,984件
28,1950-1999,5179円,76分,109.1%,939件
29,2000-2049,5660円,71分,110.6%,909件
30,2050-2099,6210円,68分,112.2%,850件
31,2100-2149,6005円,65分,112.3%,886件
32,2150-2199,6356円,62分,113.7%,791件
33,2200-2249,5947円,59分,113.5%,773件
34,2250-2299,6264円,55分,115.1%,717件
35,2300-2349,6728円,50分,117.8%,733件
36,2350-2399,6573円,48分,118.3%,717件
37,2400-2449,6905円,46分,119.8%,676件
38,2450-2499,7785円,44分,123.5%,734件
39,2500-2549,8271円,42分,126.2%,688件
40,2550-2599,8186円,41分,126.6%,676件
41,2600-2649,9067円,39分,131%,600件
42,2650-2699,9526円,37分,134.1%,592件
43,2700-2749,10307円,35分,139.7%,530件
44,2750-2799,10935円,33分,144.6%,482件
45,2800-2849,11951円,29分,154.1%,420件
46,2850-2899,12664円,26分,164.6%,364件
47,2900-2949,13600円,23分,177.2%,278件
