,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,650-699,3543円,143分,103.3%,429件
1,700-749,4713円,136分,104.6%,451件
2,750-799,3907円,135分,103.9%,432件
3,800-849,3845円,135分,103.8%,455件
4,850-899,4335円,131分,104.4%,459件
5,900-949,4191円,133分,104.2%,476件
6,950-999,4892円,127分,105.1%,476件
7,1000-1049,4327円,128分,104.5%,444件
8,1050-1099,5573円,122分,106.1%,444件
9,1100-1149,4899円,123分,105.3%,543件
10,1150-1199,5114円,118分,105.8%,521件
11,1200-1249,4885円,116分,105.6%,558件
12,1250-1299,5677円,114分,106.6%,444件
13,1300-1349,4879円,109分,106%,467件
14,1350-1399,5533円,111分,106.7%,402件
15,1400-1449,5444円,106分,106.9%,405件
16,1450-1499,5530円,105分,107%,336件
17,1500-1549,5495円,99分,107.4%,329件
18,1550-1599,6496円,98分,108.8%,345件
19,1600-1649,6512円,94分,109.2%,290件
20,1650-1699,6243円,93分,108.9%,304件
21,1700-1749,6725円,89分,110%,324件
22,1750-1799,6425円,86分,110%,320件
23,1800-1849,6571円,85分,110.2%,314件
24,1850-1899,6826円,81分,111.3%,240件
25,1900-1949,6969円,77分,112.1%,255件
26,1950-1999,7704円,74分,113.9%,251件
27,2000-2049,8257円,71分,115.6%,254件
28,2050-2099,7057円,67分,113.9%,242件
29,2100-2149,7746円,64分,116%,230件
30,2150-2199,7871円,59分,117.9%,227件
31,2200-2249,7676円,53分,119.2%,232件
32,2250-2299,7805円,50分,120.9%,207件
33,2300-2349,8406円,46分,124.6%,203件
34,2350-2399,8264円,45分,124.3%,187件
35,2400-2449,8326円,43分,126%,187件
36,2450-2499,9360円,40分,130.8%,171件
37,2500-2549,9283円,41分,129.9%,177件
38,2550-2599,10014円,40分,133.2%,159件
39,2600-2649,10161円,39分,134.7%,164件
40,2650-2699,10337円,36分,137.9%,157件
41,2700-2749,10826円,35分,141.5%,158件
42,2750-2799,11484円,32分,147.3%,136件
43,2800-2849,12334円,30分,155.5%,125件
44,2850-2899,13134円,27分,165.4%,157件
45,2900-2949,13963円,23分,181%,128件
