,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,500-549,1472円,150分,101.3%,136件
1,550-599,1181円,142分,101.1%,179件
2,600-649,2250円,141分,102.1%,204件
3,650-699,2193円,141分,102.1%,215件
4,700-749,2277円,139分,102.2%,239件
5,750-799,1221円,141分,101.2%,281件
6,800-849,2270円,137分,102.2%,288件
7,850-899,2704円,135分,102.7%,301件
8,900-949,2862円,132分,102.9%,358件
9,950-999,3482円,129分,103.6%,360件
10,1000-1049,2699円,126分,102.9%,435件
11,1050-1099,3737円,125分,104%,425件
12,1100-1149,2666円,123分,102.9%,421件
13,1150-1199,2795円,120分,103.1%,479件
14,1200-1249,3528円,119分,104%,470件
15,1250-1299,3686円,115分,104.3%,402件
16,1300-1349,2972円,116分,103.4%,425件
17,1350-1399,3703円,108分,104.6%,436件
18,1400-1449,3420円,108分,104.2%,447件
19,1450-1499,4073円,104分,105.2%,413件
20,1500-1549,4012円,101分,105.3%,433件
21,1550-1599,4697円,99分,106.3%,411件
22,1600-1649,5072円,97分,107%,446件
23,1650-1699,4646円,92分,106.7%,384件
24,1700-1749,4440円,90分,106.6%,383件
25,1750-1799,5055円,85分,107.9%,335件
26,1800-1849,5313円,80分,108.8%,339件
27,1850-1899,6049円,80分,110.1%,320件
28,1900-1949,6091円,77分,110.5%,316件
29,1950-1999,5628円,73分,110.3%,283件
30,2000-2049,6421円,70分,112.2%,276件
31,2050-2099,6517円,67分,112.9%,276件
32,2100-2149,5562円,65分,111.4%,265件
33,2150-2199,5115円,64分,110.7%,263件
34,2200-2249,6349円,57分,115%,226件
35,2250-2299,6296円,55分,115.3%,226件
36,2300-2349,6440円,51分,116.8%,224件
37,2350-2399,6625円,48分,118.4%,229件
38,2400-2449,7425円,44分,122.7%,204件
39,2450-2499,6540円,45分,119.4%,216件
40,2500-2549,7269円,43分,122.3%,174件
41,2550-2599,8757円,39分,129.7%,199件
42,2600-2649,9123円,40分,130.8%,160件
43,2650-2699,9775円,36分,135.9%,201件
44,2700-2749,9943円,36分,136.7%,157件
45,2750-2799,11150円,32分,145.7%,146件
46,2800-2849,12189円,29分,157%,144件
47,2850-2899,12684円,27分,163.7%,156件
48,2900-2949,14275円,24分,180.7%,130件
