,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,650-699,3169円,135分,103.1%,666件
1,700-749,2789円,136分,102.7%,883件
2,750-799,3494円,131分,103.6%,791件
3,800-849,3860円,129分,104%,709件
4,850-899,3926円,128分,104.1%,634件
5,900-949,3845円,127分,104.1%,579件
6,950-999,3483円,126分,103.7%,534件
7,1000-1049,4138円,120分,104.6%,514件
8,1050-1099,4192円,119分,104.7%,433件
9,1100-1149,4525円,118分,105.1%,401件
10,1150-1199,4497円,115分,105.2%,360件
11,1200-1249,5301円,114分,106.2%,388件
12,1250-1299,5052円,109分,106.2%,675件
13,1300-1349,5118円,105分,106.5%,372件
14,1350-1399,5973円,103分,107.7%,401件
15,1400-1449,5901円,101分,107.8%,373件
16,1450-1499,5695円,99分,107.7%,308件
17,1500-1549,5282円,96分,107.3%,319件
18,1550-1599,6461円,93分,109.2%,310件
19,1600-1649,6808円,92分,109.9%,286件
20,1650-1699,6637円,87分,110.1%,243件
21,1700-1749,7626円,84分,112.1%,252件
22,1750-1799,6645円,84分,110.5%,236件
23,1800-1849,7619円,81分,112.6%,264件
24,1850-1899,7397円,76分,113%,252件
25,1900-1949,6753円,76分,111.8%,235件
26,1950-1999,8584円,70分,116.2%,232件
27,2000-2049,8475円,70分,116.1%,219件
28,2050-2099,7880円,67分,115.8%,186件
29,2100-2149,9133円,64分,118.9%,221件
30,2150-2199,9205円,61分,120.2%,191件
31,2200-2249,9011円,54分,122.2%,201件
32,2250-2299,8956円,50分,124%,176件
33,2300-2349,9420円,44分,128.3%,187件
34,2350-2399,10205円,39分,135.2%,176件
35,2400-2449,10037円,37分,136.3%,172件
36,2450-2499,9993円,36分,137.4%,207件
37,2500-2549,10546円,34分,141.3%,186件
38,2550-2599,10411円,35分,140%,173件
39,2600-2649,11500円,32分,148.6%,180件
40,2650-2699,10821円,32分,145.5%,151件
41,2700-2749,11895円,29分,154.9%,166件
42,2750-2799,11923円,29分,155.2%,142件
43,2800-2849,12543円,26分,163.5%,155件
44,2850-2899,13625円,24分,174.2%,134件
45,2900-2949,13930円,21分,189.8%,131件
