,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,350-399,699円,155分,100.6%,4303件
1,400-449,712円,152分,100.6%,2937件
2,450-499,1022円,150分,100.9%,2450件
3,500-549,869円,149分,100.8%,2057件
4,550-599,1040円,148分,100.9%,1971件
5,600-649,1257円,144分,101.2%,1884件
6,650-699,1218円,143分,101.1%,1892件
7,700-749,1552円,139分,101.5%,1818件
8,750-799,1397円,138分,101.4%,1853件
9,800-849,1516円,136分,101.5%,1804件
10,850-899,1882円,135分,101.9%,1825件
11,900-949,1857円,131分,101.9%,1647件
12,950-999,2096円,127分,102.2%,1906件
13,1000-1049,2339円,126分,102.5%,1946件
14,1050-1099,2725円,123分,102.9%,1830件
15,1100-1149,2966円,121分,103.3%,1803件
16,1150-1199,2898円,121分,103.2%,1695件
17,1200-1249,2523円,118分,102.8%,1703件
18,1250-1299,2973円,114分,103.5%,1586件
19,1300-1349,3315円,110分,104%,1543件
20,1350-1399,3611円,110分,104.4%,1447件
21,1400-1449,3203円,106分,104%,1449件
22,1450-1499,3918円,103分,105.1%,1460件
23,1500-1549,3613円,101分,104.8%,1445件
24,1550-1599,3759円,97分,105.1%,1348件
25,1600-1649,3885円,96分,105.4%,1284件
26,1650-1699,4393円,94分,106.3%,1324件
27,1700-1749,4622円,89分,106.9%,1254件
28,1750-1799,4703円,87分,107.2%,1272件
29,1800-1849,4915円,85分,107.7%,1245件
30,1850-1899,4858円,83分,107.8%,1188件
31,1900-1949,5437円,79分,109.2%,1139件
32,1950-1999,5421円,74分,109.8%,1180件
33,2000-2049,5187円,70分,109.9%,1112件
34,2050-2099,5186円,66分,110.5%,1071件
35,2100-2149,5868円,63分,112.5%,1049件
36,2150-2199,6004円,60分,113.3%,1005件
37,2200-2249,5920円,57分,113.9%,977件
38,2250-2299,6106円,53分,115.3%,988件
39,2300-2349,6407円,50分,117.2%,967件
40,2350-2399,6531円,47分,118.6%,940件
41,2400-2449,6707円,45分,119.7%,877件
42,2450-2499,7425円,43分,123%,873件
43,2500-2549,7517円,42分,123.8%,852件
44,2550-2599,7897円,41分,125.7%,810件
45,2600-2649,8444円,38分,129.4%,847件
46,2650-2699,9005円,37分,132.6%,779件
47,2700-2749,8966円,37分,132.6%,655件
