,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1050-1099,6283円,124分,106.7%,649件
1,1100-1149,5882円,122分,106.4%,1166件
2,1150-1199,5707円,119分,106.4%,645件
3,1200-1249,6294円,116分,107.2%,687件
4,1250-1299,6361円,114分,107.4%,625件
5,1300-1349,6440円,112分,107.7%,542件
6,1350-1399,5685円,110分,106.9%,516件
7,1400-1449,6662円,107分,108.3%,532件
8,1450-1499,6261円,106分,107.9%,461件
9,1500-1549,7018円,100分,109.3%,448件
10,1550-1599,7231円,99分,109.7%,423件
11,1600-1649,6888円,97分,109.5%,442件
12,1650-1699,7472円,93分,110.7%,479件
13,1700-1749,7499円,89分,111.2%,439件
14,1750-1799,6922円,89分,110.4%,429件
15,1800-1849,8045円,84分,112.8%,405件
16,1850-1899,8425円,81分,113.9%,383件
17,1900-1949,7784円,80分,113%,347件
18,1950-1999,8805円,76分,115.5%,396件
19,2000-2049,9193円,73分,116.8%,360件
20,2050-2099,8196円,68分,116.1%,348件
21,2100-2149,8454円,63分,117.9%,313件
22,2150-2199,8667円,59分,119.6%,321件
23,2200-2249,9305円,53分,123.3%,337件
24,2250-2299,8965円,51分,123.2%,307件
25,2300-2349,8602円,47分,124.5%,340件
26,2350-2399,8756円,45分,125.8%,299件
27,2400-2449,8735円,45分,126%,293件
28,2450-2499,9866円,42分,131.6%,311件
29,2500-2549,9497円,41分,130.6%,262件
30,2550-2599,9975円,40分,133.6%,290件
31,2600-2649,10389円,38分,136.1%,251件
32,2650-2699,10902円,36分,140.2%,240件
33,2700-2749,11419円,35分,143.2%,226件
34,2750-2799,11707円,32分,148.1%,250件
35,2800-2849,12304円,29分,155.8%,204件
36,2850-2899,13755円,27分,168.6%,219件
37,2900-2949,14195円,23分,181.2%,184件
