,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,850-899,3541円,134分,103.5%,50件
1,900-949,5138円,126分,105.4%,47件
2,950-999,4702円,112分,105.6%,57件
3,1000-1049,2558円,121分,102.8%,87件
4,1050-1099,3358円,121分,103.7%,79件
5,1100-1149,4683円,119分,105.3%,83件
6,1150-1199,4298円,114分,105%,102件
7,1200-1249,2524円,119分,102.8%,103件
8,1250-1299,5210円,114分,106.1%,111件
9,1300-1349,6347円,109分,107.8%,125件
10,1350-1399,4600円,108分,105.7%,124件
11,1400-1449,3225円,104分,104.1%,150件
12,1450-1499,5828円,100分,107.8%,139件
13,1500-1549,5699円,103分,107.4%,151件
14,1550-1599,5890円,93分,108.4%,149件
15,1600-1649,7052円,88分,110.7%,155件
16,1650-1699,6536円,88分,109.9%,128件
17,1700-1749,6773円,89分,110.2%,131件
18,1750-1799,7143円,82分,111.6%,118件
19,1800-1849,6052円,80分,110.1%,126件
20,1850-1899,6503円,81分,110.7%,107件
21,1900-1949,6542円,71分,112.3%,105件
22,1950-1999,6955円,72分,112.9%,99件
23,2000-2049,6872円,69分,113.3%,111件
24,2050-2099,7396円,64分,115.3%,95件
25,2100-2149,9185円,59分,120.7%,79件
26,2150-2199,9100円,62分,119.7%,92件
27,2200-2249,8055円,55分,119.4%,76件
28,2250-2299,10385円,48分,128.6%,63件
29,2300-2349,7395円,48分,120.5%,62件
30,2350-2399,7455円,43分,123.2%,53件
31,2400-2449,7449円,40分,124.6%,73件
32,2450-2499,10050円,34分,139.6%,74件
33,2500-2549,9865円,34分,138.7%,67件
34,2550-2599,9598円,38分,133.6%,58件
35,2600-2649,9715円,37分,134.6%,50件
36,2650-2699,11421円,33分,146.6%,55件
37,2700-2749,10766円,31分,145.8%,56件
38,2750-2799,12258円,30分,154.9%,47件
39,2800-2849,12054円,27分,159.1%,57件
40,2850-2899,12453円,24分,169.5%,49件
41,2900-2949,12330円,22分,175.1%,36件
