,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1250-1299,7933円,110分,109.6%,102件
1,1300-1349,6526円,114分,107.6%,96件
2,1350-1399,7579円,112分,109%,101件
3,1400-1449,7206円,111分,108.7%,108件
4,1450-1499,6152円,105分,107.8%,112件
5,1500-1549,6377円,105分,108.1%,133件
6,1550-1599,7156円,96分,110%,114件
7,1600-1649,6587円,98分,109%,101件
8,1650-1699,6651円,100分,108.9%,113件
9,1700-1749,8310円,89分,112.4%,109件
10,1750-1799,7420円,91分,110.9%,121件
11,1800-1849,8523円,83分,113.7%,117件
12,1850-1899,5249円,83分,108.4%,104件
13,1900-1949,8806円,73分,116%,101件
14,1950-1999,8710円,77分,115.2%,112件
15,2000-2049,8200円,69分,116%,84件
16,2050-2099,7538円,69分,114.6%,93件
17,2100-2149,7150円,63分,115.1%,81件
18,2150-2199,10245円,57分,124%,107件
19,2200-2249,7246円,56分,117.3%,60件
20,2250-2299,9567円,50分,125.5%,76件
21,2300-2349,8948円,44分,127.1%,65件
22,2350-2399,8501円,47分,124.2%,59件
23,2400-2449,8915円,43分,127.8%,73件
24,2450-2499,9682円,42分,130.9%,71件
25,2500-2549,9113円,44分,127.8%,72件
26,2550-2599,9567円,43分,129.7%,54件
27,2600-2649,9653円,40分,131.9%,58件
28,2650-2699,10046円,38分,134.8%,60件
29,2700-2749,10888円,35分,141%,57件
30,2750-2799,11386円,32分,148%,41件
31,2800-2849,12033円,29分,155.1%,58件
32,2850-2899,13521円,28分,165.3%,49件
33,2900-2949,14866円,22分,189.9%,42件
