,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,100-149,-3272円,162分,97.3%,4808件
1,150-199,-3336円,161分,97.2%,6040件
2,200-249,-3422円,161分,97.2%,5312件
3,250-299,-2953円,157分,97.5%,5009件
4,300-349,-2682円,156分,97.7%,4375件
5,350-399,-2642円,154分,97.7%,3988件
6,400-449,-2532円,152分,97.8%,3750件
7,450-499,-2224円,149分,98%,3599件
8,500-549,-2258円,147分,98%,3186件
9,550-599,-1937円,146分,98.2%,3101件
10,600-649,-1436円,143分,98.7%,2912件
11,650-699,-1280円,142分,98.8%,2750件
12,700-749,-1325円,138分,98.7%,4989件
13,750-799,-1292円,138分,98.8%,2869件
14,800-849,-1339円,136分,98.7%,2916件
15,850-899,-945円,133分,99.1%,2436件
16,900-949,-746円,130分,99.2%,2233件
17,950-999,-653円,128分,99.3%,2151件
18,1000-1049,-851円,127分,99.1%,2086件
19,1050-1099,-466円,123分,99.5%,2003件
20,1100-1149,122円,120分,100.1%,2061件
21,1150-1199,745円,119分,100.8%,1888件
22,1200-1249,310円,116分,100.4%,1911件
23,1250-1299,1007円,112分,101.2%,1900件
24,1300-1349,270円,112分,100.3%,1791件
25,1350-1399,616円,109分,100.8%,1836件
26,1400-1449,1350円,105分,101.7%,1730件
27,1450-1499,1559円,103分,102%,1749件
28,1500-1549,1641円,100分,102.2%,1625件
29,1550-1599,1865円,96分,102.6%,1633件
30,1600-1649,2215円,95分,103.1%,1540件
31,1650-1699,1840円,92分,102.7%,1511件
32,1700-1749,2324円,89分,103.5%,1446件
33,1750-1799,2751円,86分,104.3%,1456件
34,1800-1849,2433円,82分,103.9%,1403件
35,1850-1899,2664円,79分,104.5%,1368件
36,1900-1949,2767円,75分,104.9%,1373件
37,1950-1999,3525円,73分,106.4%,1330件
38,2000-2049,3436円,70分,106.5%,1312件
39,2050-2099,3825円,68分,107.5%,1268件
40,2100-2149,3874円,65分,108%,1169件
41,2150-2199,3642円,61分,108%,1164件
42,2200-2249,4516円,58分,110.4%,1147件
43,2250-2299,4707円,54分,111.7%,1147件
44,2300-2349,4890円,51分,112.8%,1061件
45,2350-2399,5001円,48分,114%,1096件
46,2400-2449,5603円,46分,116.2%,1015件
47,2450-2499,6113円,44分,118.3%,1015件
48,2500-2549,6622円,43分,120.5%,954件
49,2550-2599,7301円,41分,123.5%,853件
50,2600-2649,7878円,38分,127.4%,708件
51,2650-2699,8408円,37分,130.4%,631件
52,2700-2749,8989円,34分,135.3%,473件
53,2750-2799,9967円,32分,141.8%,370件
54,2800-2849,10732円,28分,150.5%,317件
55,2850-2899,12165円,25分,163.9%,264件
56,2900-2949,12506円,23分,171.7%,192件
