,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,350-399,553円,152分,100.5%,18671件
1,400-449,779円,152分,100.7%,5709件
2,450-499,1273円,149分,101.1%,3014件
3,500-549,1349円,146分,101.2%,2063件
4,550-599,1416円,145分,101.3%,1729件
5,600-649,1211円,143分,101.1%,1427件
6,650-699,1536円,142分,101.4%,1407件
7,700-749,1737円,138分,101.7%,1327件
8,750-799,1751円,138分,101.7%,1374件
9,800-849,2089円,133分,102.1%,1227件
10,850-899,1785円,132分,101.8%,1245件
11,900-949,2223円,130分,102.3%,1288件
12,950-999,2431円,130分,102.5%,1274件
13,1000-1049,2357円,126分,102.5%,1144件
14,1050-1099,2794円,121分,103.1%,1355件
15,1100-1149,2916円,119分,103.3%,1351件
16,1150-1199,3191円,118分,103.6%,1294件
17,1200-1249,3750円,116分,104.3%,1247件
18,1250-1299,4070円,115分,104.7%,1223件
19,1300-1349,3491円,112分,104.2%,1209件
20,1350-1399,3613円,108分,104.4%,1112件
21,1400-1449,3833円,105分,104.9%,1061件
22,1450-1499,4286円,103分,105.5%,998件
23,1500-1549,3709円,101分,104.9%,1018件
24,1550-1599,4465円,98分,106.1%,1023件
25,1600-1649,4272円,95分,106%,1003件
26,1650-1699,4620円,91分,106.7%,943件
27,1700-1749,4729円,89分,107.1%,864件
28,1750-1799,5050円,88分,107.7%,913件
29,1800-1849,5418円,83分,108.7%,863件
30,1850-1899,5159円,80分,108.6%,847件
31,1900-1949,5682円,78分,109.7%,867件
32,1950-1999,5696円,76分,110%,846件
33,2000-2049,6291円,72分,111.7%,772件
34,2050-2099,6229円,67分,112.4%,802件
35,2100-2149,6001円,63分,112.8%,787件
36,2150-2199,5974円,57分,113.9%,723件
37,2200-2249,6624円,55分,116.2%,719件
38,2250-2299,6750円,52分,117.5%,712件
39,2300-2349,6620円,48分,118.3%,678件
40,2350-2399,6785円,46分,119.7%,694件
41,2400-2449,7403円,43分,122.8%,652件
42,2450-2499,7542円,42分,124%,636件
43,2500-2549,7678円,42分,124.5%,613件
44,2550-2599,8325円,40分,127.5%,567件
45,2600-2649,9045円,37分,132.2%,609件
46,2650-2699,9180円,36分,133.7%,555件
47,2700-2749,9643円,34分,138.4%,575件
48,2750-2799,10485円,32分,143.9%,522件
49,2800-2849,10169円,32分,141.9%,461件
