,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1300-1349,5095円,115分,105.9%,265件
1,1350-1399,5535円,113分,106.5%,252件
2,1400-1449,5934円,107分,107.4%,211件
3,1450-1499,5418円,111分,106.5%,221件
4,1500-1549,6136円,103分,108%,244件
5,1550-1599,5362円,103分,107%,239件
6,1600-1649,6527円,95分,109.2%,236件
7,1650-1699,5133円,92分,107.4%,224件
8,1700-1749,7618円,88分,111.6%,228件
9,1750-1799,7842円,88分,111.9%,236件
10,1800-1849,6819円,83分,110.9%,197件
11,1850-1899,6790円,81分,111.1%,207件
12,1900-1949,7167円,76分,112.6%,186件
13,1950-1999,7066円,73分,112.8%,194件
14,2000-2049,8553円,70分,116.2%,169件
15,2050-2099,8065円,67分,116%,163件
16,2100-2149,7478円,61分,116.4%,145件
17,2150-2199,7699円,61分,116.7%,154件
18,2200-2249,7811円,58分,118.1%,150件
19,2250-2299,6866円,56分,116.3%,139件
20,2300-2349,5722円,55分,113.9%,129件
21,2350-2399,8287円,47分,123.7%,134件
22,2400-2449,7767円,46分,122.4%,127件
23,2450-2499,8506円,44分,125.8%,135件
24,2500-2549,8910円,43分,127.7%,128件
25,2550-2599,9182円,41分,129.6%,106件
26,2600-2649,8919円,40分,129.5%,118件
27,2650-2699,9614円,40分,132.4%,102件
28,2700-2749,10931円,35分,141.6%,100件
29,2750-2799,11787円,33分,147.2%,80件
30,2800-2849,12808円,30分,157.1%,99件
31,2850-2899,13272円,29分,160.7%,92件
32,2900-2949,14295円,24分,178.4%,71件
