,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1350-1399,5628円,113分,106.6%,252件
1,1400-1449,6023円,108分,107.5%,211件
2,1450-1499,5510円,112分,106.6%,221件
3,1500-1549,6221円,103分,108.1%,244件
4,1550-1599,5446円,103分,107.1%,239件
5,1600-1649,6608円,95分,109.3%,236件
6,1650-1699,5207円,92分,107.5%,224件
7,1700-1749,7696円,88分,111.7%,228件
8,1750-1799,7920円,88分,112%,236件
9,1800-1849,6891円,83分,111%,197件
10,1850-1899,6859円,81分,111.2%,207件
11,1900-1949,7233円,76分,112.7%,186件
12,1950-1999,7130円,73分,113%,194件
13,2000-2049,8618円,70分,116.3%,169件
14,2050-2099,8126円,67分,116.2%,163件
15,2100-2149,7533円,61分,116.5%,145件
16,2150-2199,7755円,61分,116.9%,154件
17,2200-2249,7863円,58分,118.2%,150件
18,2250-2299,6915円,56分,116.4%,139件
19,2300-2349,5767円,55分,113.9%,129件
20,2350-2399,8331円,47分,123.8%,134件
21,2400-2449,7810円,46分,122.5%,127件
22,2450-2499,8549円,44分,126%,135件
23,2500-2549,8953円,43分,127.8%,128件
24,2550-2599,9225円,41分,129.7%,106件
25,2600-2649,8962円,40分,129.7%,118件
26,2650-2699,9657円,40分,132.5%,102件
27,2700-2749,10974円,35分,141.8%,100件
28,2750-2799,11830円,33分,147.3%,80件
29,2800-2849,12851円,30分,157.2%,99件
30,2850-2899,13315円,29分,160.9%,92件
31,2900-2949,14338円,24分,178.5%,71件
