,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,950-999,8146円,125分,108.7%,217件
1,1000-1049,8135円,120分,109.1%,225件
2,1050-1099,7552円,123分,108.2%,237件
3,1100-1149,8757円,125分,109.4%,232件
4,1150-1199,8696円,113分,110.2%,227件
5,1200-1249,9060円,114分,110.6%,229件
6,1250-1299,9075円,109分,111.1%,209件
7,1300-1349,8693円,111分,110.4%,242件
8,1350-1399,9075円,103分,111.8%,247件
9,1400-1449,9616円,106分,112.1%,289件
10,1450-1499,9321円,104分,111.9%,220件
11,1500-1549,8590円,97分,111.8%,239件
12,1550-1599,10060円,97分,113.8%,176件
13,1600-1649,9979円,92分,114.4%,192件
14,1650-1699,10797円,91分,115.8%,158件
15,1700-1749,9280円,85分,114.5%,156件
16,1750-1799,10852円,86分,116.9%,165件
17,1800-1849,10573円,83分,116.9%,134件
18,1850-1899,9898円,79分,116.6%,147件
19,1900-1949,11721円,73分,121.4%,162件
20,1950-1999,10385円,73分,119%,170件
21,2000-2049,10434円,70分,119.8%,152件
22,2050-2099,11712円,68分,123%,124件
23,2100-2149,10717円,63分,122.5%,132件
24,2150-2199,12171円,61分,126.8%,115件
25,2200-2249,11910円,58分,127.3%,130件
26,2250-2299,11185円,53分,128.3%,115件
27,2300-2349,11417円,47分,132.7%,118件
28,2350-2399,11340円,39分,138.5%,118件
29,2400-2449,10996円,37分,139.4%,119件
30,2450-2499,11730円,36分,143.5%,89件
31,2500-2549,12826円,34分,150.7%,97件
32,2550-2599,12954円,33分,152.4%,90件
33,2600-2649,11972円,34分,147.1%,85件
34,2650-2699,13134円,31分,156.7%,74件
35,2700-2749,14407円,30分,164.5%,87件
36,2750-2799,14459円,29分,165.9%,78件
37,2800-2849,14326円,28分,167.3%,80件
38,2850-2899,14930円,24分,184%,70件
39,2900-2949,15134円,23分,187.1%,75件
