,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1100-1149,6122円,124分,106.6%,543件
1,1150-1199,6287円,119分,107.1%,521件
2,1200-1249,6034円,117分,106.9%,558件
3,1250-1299,6827円,115分,107.9%,444件
4,1300-1349,5947円,110分,107.2%,467件
5,1350-1399,6649円,112分,107.9%,402件
6,1400-1449,6504円,107分,108.1%,405件
7,1450-1499,6585円,106分,108.3%,336件
8,1500-1549,6482円,100分,108.7%,329件
9,1550-1599,7509円,99分,110.1%,345件
10,1600-1649,7481円,95分,110.5%,290件
11,1650-1699,7202円,94分,110.2%,304件
12,1700-1749,7659円,90分,111.3%,324件
13,1750-1799,7307円,86分,111.3%,320件
14,1800-1849,7458円,86分,111.5%,314件
15,1850-1899,7674円,81分,112.6%,240件
16,1900-1949,7783円,78分,113.4%,255件
17,1950-1999,8515円,75分,115.2%,251件
18,2000-2049,9044円,71分,116.9%,254件
19,2050-2099,7770円,68分,115.2%,242件
20,2100-2149,8447円,65分,117.3%,230件
21,2150-2199,8519円,59分,119.2%,227件
22,2200-2249,8262円,54分,120.5%,232件
23,2250-2299,8357円,50分,122.2%,207件
24,2300-2349,8924円,46分,125.9%,203件
25,2350-2399,8778円,46分,125.6%,187件
26,2400-2449,8828円,43分,127.3%,187件
27,2450-2499,9862円,41分,132.1%,171件
28,2500-2549,9786円,42分,131.2%,177件
29,2550-2599,10516円,41分,134.5%,159件
30,2600-2649,10663円,39分,136%,164件
31,2650-2699,10840円,37分,139.3%,157件
32,2700-2749,11329円,35分,142.9%,158件
33,2750-2799,11986円,33分,148.7%,136件
34,2800-2849,12836円,30分,157%,125件
35,2850-2899,13636円,27分,166.8%,157件
36,2900-2949,14465円,23分,182.3%,128件
