,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1200-1249,5775円,106分,107.3%,14件
1,1250-1299,6786円,113分,108%,19件
2,1300-1349,8442円,99分,111.3%,25件
3,1350-1399,7066円,104分,109%,31件
4,1400-1449,8570円,96分,111.9%,16件
5,1450-1499,6485円,104分,108.3%,16件
6,1500-1549,8241円,96分,111.5%,26件
7,1550-1599,6046円,99分,108.1%,29件
8,1600-1649,8329円,90分,112.3%,42件
9,1650-1699,8799円,92分,112.8%,32件
10,1700-1749,8003円,92分,111.6%,36件
11,1750-1799,8886円,79分,115.1%,30件
12,1800-1849,8811円,81分,114.5%,36件
13,1850-1899,5927円,71分,111.1%,26件
14,1900-1949,8882円,76分,115.5%,33件
15,1950-1999,8199円,69分,115.7%,43件
16,2000-2049,9757円,68分,119%,37件
17,2050-2099,7387円,67分,114.7%,38件
18,2100-2149,8644円,62分,118.7%,39件
19,2150-2199,10138円,53分,125.7%,32件
20,2200-2249,9024円,52分,123.2%,35件
21,2250-2299,9323円,46分,127.1%,44件
22,2300-2349,9861円,46分,128.8%,40件
23,2350-2399,6473円,44分,119.4%,40件
24,2400-2449,7814円,41分,125.6%,31件
25,2450-2499,9153円,37分,133.2%,48件
26,2500-2549,6578円,42分,120.8%,42件
27,2550-2599,8011円,37分,129.2%,38件
28,2600-2649,9444円,33分,137.7%,31件
29,2650-2699,11133円,30分,149.8%,39件
30,2700-2749,9971円,32分,141.1%,26件
31,2750-2799,10563円,28分,150.1%,23件
32,2800-2849,11506円,27分,157.3%,32件
33,2850-2899,13028円,26分,168%,30件
34,2900-2949,13467円,23分,177.4%,21件
