,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,300-349,-659円,153分,99.4%,553件
1,350-399,-1440円,153分,98.7%,850件
2,400-449,-1671円,152分,98.5%,985件
3,450-499,-497円,148分,99.6%,1097件
4,500-549,-457円,146分,99.6%,1127件
5,550-599,-275円,142分,99.7%,1159件
6,600-649,-196円,143分,99.8%,1205件
7,650-699,-617円,141分,99.4%,1153件
8,700-749,44円,140分,100%,1220件
9,750-799,-39円,136分,100%,1175件
10,800-849,1066円,134分,101.1%,1125件
11,850-899,-84円,135分,99.9%,1331件
12,900-949,408円,129分,100.4%,1295件
13,950-999,492円,127分,100.5%,1341件
14,1000-1049,1288円,124分,101.4%,1192件
15,1050-1099,1036円,122分,101.1%,1180件
16,1100-1149,1225円,122分,101.3%,1052件
17,1150-1199,1570円,118分,101.8%,1028件
18,1200-1249,1286円,118分,101.5%,915件
19,1250-1299,1297円,112分,101.5%,861件
20,1300-1349,1892円,111分,102.3%,882件
21,1350-1399,2454円,108分,103%,801件
22,1400-1449,1868円,107分,102.3%,754件
23,1450-1499,2136円,105分,102.7%,789件
24,1500-1549,3090円,98分,104.2%,802件
25,1550-1599,2732円,96分,103.8%,748件
26,1600-1649,3463円,95分,104.9%,629件
27,1650-1699,3340円,92分,104.8%,630件
28,1700-1749,3587円,90分,105.3%,628件
29,1750-1799,3232円,86分,105%,612件
30,1800-1849,3557円,83分,105.7%,615件
31,1850-1899,4012円,79分,106.8%,569件
32,1900-1949,4075円,77分,107.1%,546件
33,1950-1999,4232円,71分,107.9%,542件
34,2000-2049,4374円,69分,108.4%,511件
35,2050-2099,4264円,66分,108.6%,508件
36,2100-2149,4573円,65分,109.4%,488件
37,2150-2199,4964円,60分,111%,476件
38,2200-2249,5369円,56分,112.8%,462件
39,2250-2299,5514円,54分,113.6%,462件
40,2300-2349,5779円,50分,115.5%,422件
41,2350-2399,5763円,49分,115.8%,407件
42,2400-2449,5827円,46分,116.9%,372件
43,2450-2499,6644円,44分,120.1%,386件
44,2500-2549,6857円,43分,121.5%,371件
45,2550-2599,7499円,41分,124.5%,358件
46,2600-2649,8090円,39分,127.9%,389件
47,2650-2699,8800円,36分,132.4%,350件
48,2700-2749,9271円,34分,136.8%,372件
49,2750-2799,10300円,32分,143.5%,325件
50,2800-2849,10831円,29分,150.2%,307件
51,2850-2899,11873円,26分,162.1%,282件
52,2900-2949,12753円,22分,176.8%,247件
