,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,900-949,1189円,144分,101.1%,30件
1,950-999,5231円,118分,105.9%,28件
2,1000-1049,1743円,128分,101.8%,35件
3,1050-1099,2085円,132分,102.1%,29件
4,1100-1149,4526円,123分,104.9%,47件
5,1150-1199,3095円,115分,103.6%,46件
6,1200-1249,4237円,114分,104.9%,63件
7,1250-1299,3817円,113分,104.5%,60件
8,1300-1349,3857円,114分,104.5%,73件
9,1350-1399,4097円,109分,105%,65件
10,1400-1449,4238円,104分,105.4%,70件
11,1450-1499,3610円,99分,104.8%,64件
12,1500-1549,4323円,96分,106%,74件
13,1550-1599,3127円,98分,104.3%,86件
14,1600-1649,4418円,92分,106.4%,88件
15,1650-1699,4888円,91分,107.1%,107件
16,1700-1749,4808円,89分,107.2%,90件
17,1750-1799,5516円,88分,108.3%,94件
18,1800-1849,6001円,85分,109.4%,88件
19,1850-1899,5364円,80分,108.9%,75件
20,1900-1949,5541円,75分,109.9%,104件
21,1950-1999,5307円,74分,109.6%,95件
22,2000-2049,4974円,69分,109.6%,85件
23,2050-2099,6806円,63分,114.4%,80件
24,2100-2149,4986円,63分,110.6%,63件
25,2150-2199,4992円,62分,110.8%,75件
26,2200-2249,5547円,58分,112.8%,54件
27,2250-2299,5149円,56分,112.3%,54件
28,2300-2349,6135円,48分,117.1%,60件
29,2350-2399,7503円,44分,122.6%,62件
30,2400-2449,6620円,45分,119.5%,47件
31,2450-2499,5761円,46分,116.6%,49件
32,2500-2549,7984円,42分,125.5%,59件
33,2550-2599,7836円,41分,125.8%,47件
34,2600-2649,8289円,39分,128.1%,57件
35,2650-2699,8376円,40分,128%,54件
36,2700-2749,9636円,35分,136.8%,42件
37,2750-2799,10918円,32分,145.5%,39件
38,2800-2849,10924円,29分,151%,37件
39,2850-2899,12160円,24分,167.2%,36件
40,2900-2949,13232円,24分,174.8%,47件
