,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1400-1449,9077円,107分,111.3%,171件
1,1450-1499,9307円,110分,111.3%,174件
2,1500-1549,8993円,101分,111.9%,172件
3,1550-1599,9820円,94分,114%,179件
4,1600-1649,9749円,94分,113.8%,157件
5,1650-1699,9739円,96分,113.5%,163件
6,1700-1749,9487円,89分,114.2%,142件
7,1750-1799,8449円,86分,113%,146件
8,1800-1849,9133円,87分,114%,135件
9,1850-1899,8941円,78分,115.2%,127件
10,1900-1949,8831円,78分,115.1%,117件
11,1950-1999,9127円,75分,116.3%,129件
12,2000-2049,9692円,71分,118.2%,120件
13,2050-2099,9885円,67分,119.7%,98件
14,2100-2149,10934円,69分,121.3%,109件
15,2150-2199,9629円,61分,121%,95件
16,2200-2249,11435円,54分,128%,82件
17,2250-2299,8574円,54分,121.2%,79件
18,2300-2349,9524円,47分,126.9%,71件
19,2350-2399,8579円,45分,125.3%,91件
20,2400-2449,10567円,40分,134.8%,96件
21,2450-2499,10877円,38分,138.1%,78件
22,2500-2549,10378円,43分,132.4%,66件
23,2550-2599,10944円,41分,135.4%,66件
24,2600-2649,12529円,36分,145.8%,69件
25,2650-2699,11890円,35分,145%,70件
26,2700-2749,12705円,35分,148.9%,61件
27,2750-2799,12719円,32分,152.9%,65件
28,2800-2849,13228円,29分,160.2%,56件
29,2850-2899,13090円,26分,167.1%,52件
30,2900-2949,15570円,25分,184.3%,64件
