,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,950-999,6152円,128分,106.4%,731件
1,1000-1049,6020円,125分,106.4%,719件
2,1050-1099,6346円,125分,106.8%,770件
3,1100-1149,6871円,124分,107.4%,743件
4,1150-1199,6160円,119分,106.9%,683件
5,1200-1249,6339円,115分,107.4%,798件
6,1250-1299,6594円,113分,107.8%,742件
7,1300-1349,7049円,111分,108.5%,727件
8,1350-1399,8086円,107分,110%,738件
9,1400-1449,8277円,107分,110.3%,709件
10,1450-1499,7429円,106分,109.4%,716件
11,1500-1549,7590円,100分,110.2%,677件
12,1550-1599,6901円,97分,109.5%,596件
13,1600-1649,8200円,96分,111.4%,587件
14,1650-1699,7286円,91分,110.6%,602件
15,1700-1749,7913円,89分,111.8%,576件
16,1750-1799,7757円,87分,112%,606件
17,1800-1849,8304円,83分,113.3%,532件
18,1850-1899,8872円,80分,114.8%,508件
19,1900-1949,8794円,78分,114.9%,536件
20,1950-1999,8956円,76分,115.8%,509件
21,2000-2049,8701円,72分,116.2%,482件
22,2050-2099,9278円,70分,117.6%,516件
23,2100-2149,9244円,66分,118.7%,506件
24,2150-2199,9567円,62分,120.5%,437件
25,2200-2249,9193円,56分,122%,442件
26,2250-2299,8858円,50分,123.8%,435件
27,2300-2349,9294円,44分,128%,428件
28,2350-2399,9672円,43分,130.2%,402件
29,2400-2449,9424円,42分,130%,404件
30,2450-2499,9527円,40分,131.5%,406件
31,2500-2549,10104円,39分,134.8%,419件
32,2550-2599,10680円,37分,138.6%,372件
33,2600-2649,10846円,36分,140.1%,374件
34,2650-2699,11231円,35分,142.6%,366件
35,2700-2749,11556円,34分,145.7%,334件
36,2750-2799,12679円,31分,154.9%,363件
37,2800-2849,12793円,29分,159.5%,331件
38,2850-2899,13154円,26分,168.2%,307件
39,2900-2949,14096円,23分,180.5%,285件
