,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,100-149,-2588円,162分,97.9%,592件
1,150-199,-1479円,160分,98.8%,1059件
2,200-249,-2293円,159分,98.1%,1493件
3,250-299,-1922円,156分,98.4%,1761件
4,300-349,-1400円,154分,98.8%,1978件
5,350-399,-1119円,151分,99%,2042件
6,400-449,-938円,148分,99.2%,2078件
7,450-499,-869円,149分,99.2%,2172件
8,500-549,-654円,146分,99.4%,2171件
9,550-599,-775円,145分,99.3%,2160件
10,600-649,-634円,142分,99.4%,2136件
11,650-699,332円,139分,100.3%,2149件
12,700-749,-577円,139分,99.4%,2480件
13,750-799,1円,135分,100%,2425件
14,800-849,-202円,134分,99.8%,2420件
15,850-899,499円,131分,100.5%,2269件
16,900-949,352円,130分,100.4%,2168件
17,950-999,610円,128分,100.6%,1910件
18,1000-1049,719円,126分,100.8%,1854件
19,1050-1099,943円,125分,101%,1723件
20,1100-1149,755円,119分,100.8%,1605件
21,1150-1199,1384円,118分,101.6%,1615件
22,1200-1249,1549円,115分,101.8%,1513件
23,1250-1299,1603円,115分,101.9%,1436件
24,1300-1349,1635円,111分,102%,1493件
25,1350-1399,2337円,107分,102.9%,1463件
26,1400-1449,1697円,104分,102.2%,1346件
27,1450-1499,2557円,103分,103.3%,1168件
28,1500-1549,2622円,101分,103.5%,1192件
29,1550-1599,2772円,99分,103.7%,1206件
30,1600-1649,2708円,94分,103.8%,1112件
31,1650-1699,3196円,90分,104.7%,1160件
32,1700-1749,3375円,88分,105.1%,1045件
33,1750-1799,4027円,85分,106.3%,1053件
34,1800-1849,3492円,81分,105.7%,1044件
35,1850-1899,3796円,79分,106.4%,949件
36,1900-1949,3869円,76分,106.8%,984件
37,1950-1999,3910円,75分,107%,939件
38,2000-2049,4429円,70分,108.4%,909件
39,2050-2099,5006円,67分,110%,850件
40,2100-2149,4879円,64分,110.2%,886件
41,2150-2199,5263円,61分,111.5%,791件
42,2200-2249,4930円,58分,111.3%,773件
43,2250-2299,5292円,54分,113%,717件
44,2300-2349,5817円,50分,115.6%,733件
45,2350-2399,5707円,47分,116.1%,717件
46,2400-2449,6052円,46分,117.7%,676件
47,2450-2499,6935円,43分,121.3%,734件
48,2500-2549,7421円,41分,123.9%,688件
49,2550-2599,7336円,40分,124.3%,676件
50,2600-2649,8217円,38分,128.6%,600件
51,2650-2699,8676円,36分,131.7%,592件
52,2700-2749,9457円,34分,137.3%,530件
53,2750-2799,10085円,32分,142.1%,482件
54,2800-2849,11101円,29分,151.6%,420件
55,2850-2899,11814円,25分,162.1%,364件
56,2900-2949,12750円,23分,174.8%,278件
