,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1050-1099,4736円,125分,105.1%,1830件
1,1100-1149,4955円,123分,105.4%,1803件
2,1150-1199,4884円,123分,105.3%,1695件
3,1200-1249,4443円,120分,104.9%,1703件
4,1250-1299,4847円,116分,105.6%,1586件
5,1300-1349,5134円,112分,106.1%,1543件
6,1350-1399,5444円,112分,106.5%,1447件
7,1400-1449,4955円,108分,106.1%,1449件
8,1450-1499,5641円,104分,107.2%,1460件
9,1500-1549,5292円,103分,106.9%,1445件
10,1550-1599,5377円,99分,107.3%,1348件
11,1600-1649,5493円,97分,107.5%,1284件
12,1650-1699,5980円,95分,108.4%,1324件
13,1700-1749,6136円,90分,109.1%,1254件
14,1750-1799,6203円,89分,109.3%,1272件
15,1800-1849,6377円,86分,109.9%,1245件
16,1850-1899,6274円,84分,110%,1188件
17,1900-1949,6812円,80分,111.4%,1139件
18,1950-1999,6721円,75分,111.9%,1180件
19,2000-2049,6401円,71分,112%,1112件
20,2050-2099,6328円,67分,112.6%,1071件
21,2100-2149,6981円,64分,114.6%,1049件
22,2150-2199,7074円,61分,115.5%,1005件
23,2200-2249,6938円,58分,116.1%,977件
24,2250-2299,7065円,54分,117.4%,988件
25,2300-2349,7314円,50分,119.3%,967件
26,2350-2399,7402円,48分,120.8%,940件
27,2400-2449,7559円,46分,121.8%,877件
28,2450-2499,8276円,44分,125.2%,873件
29,2500-2549,8368円,43分,126%,852件
30,2550-2599,8748円,42分,128%,810件
31,2600-2649,9295円,39分,131.8%,847件
32,2650-2699,9855円,38分,135%,779件
33,2700-2749,9817円,37分,135%,655件
